SRR11948576	SRR11948577	SRR11948578	SRR11948579	SRR11948580	SRR11948581	SRR11948582	SRR11948583	SRR11948584	SRR11948585	SRR11948586	SRR11948587	SRR11948588	SRR11948589
ASV.2974	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2975	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2976	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2977	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2978	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2979	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2980	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2981	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2982	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2983	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2984	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2985	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2986	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2987	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2988	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2989	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2990	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2991	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2992	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2997	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2998	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2999	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3000	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3001	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3002	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3003	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3004	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3005	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3006	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3007	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3008	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3009	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3010	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3011	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3012	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3013	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3014	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3015	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3016	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3018	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3019	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3020	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3021	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3022	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3023	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3024	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3025	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3026	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3027	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3028	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3029	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3030	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3031	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3032	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3033	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3034	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3035	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3036	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3037	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3038	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3039	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3040	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3041	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3042	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3043	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3044	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3045	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3055	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3056	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3062	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.3065	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.3067	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3068	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3069	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3070	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3086	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3092	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3094	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3095	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3096	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3097	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV.3124	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV.3131	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3190	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3191	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3200	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3201	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3205	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV.3206	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV.3216	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3217	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3242	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3251	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3277	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3289	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3290	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3291	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3293	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3307	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3308	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3310	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3312	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV.3313	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3314	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3315	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3316	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3317	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3318	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3319	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3320	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3321	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3322	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3323	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3324	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3325	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3326	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3327	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3328	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3329	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3330	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3331	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3332	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3333	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3334	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3335	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3336	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3337	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3338	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3339	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3340	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3341	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3342	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3343	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3344	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3345	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3346	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3347	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3348	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3349	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3350	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3351	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3352	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3353	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3354	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3355	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3356	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3357	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3358	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3359	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3360	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3361	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3362	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3363	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3364	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3365	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3366	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3367	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3368	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3374	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3379	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3380	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3381	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3382	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3383	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3384	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3385	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3386	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3387	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3388	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3389	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3390	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3391	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3392	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3393	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3394	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3395	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3396	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3397	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3398	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3399	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3400	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3401	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3402	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3403	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3404	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3405	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3406	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3407	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3408	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3409	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3410	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3411	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3412	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3413	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3414	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3415	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3416	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3417	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3418	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3419	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3420	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3421	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3422	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3423	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3424	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3425	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3426	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3427	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3428	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3429	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3430	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3431	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3432	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3433	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3434	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3435	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3436	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3437	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.3444	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.3452	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.3463	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.3467	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.3468	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.3471	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3472	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3473	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3474	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3487	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3488	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3489	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3490	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.3578	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV.3590	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3591	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3758	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV.3800	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3864	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3865	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3884	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3906	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3912	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3921	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3941	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV.3943	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV.3955	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.3960	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.3992	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.3993	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4009	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4010	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4011	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4012	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4013	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4014	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4057	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4058	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4064	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4077	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4078	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4079	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4080	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4081	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4082	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4083	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4084	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4085	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4086	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4087	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4088	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4089	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV.4112	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV.4193	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV.4265	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV.4266	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV.4366	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV.4405	0	0	0	0	0	0	0	0	0	0	0	0	0	1
