SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.576	0	79	0	0	0	0	0	0	0	0
ASV.577	0	0	0	79	0	0	0	0	0	0
ASV.578	0	0	0	79	0	0	0	0	0	0
ASV.579	0	0	0	79	0	0	0	0	0	0
ASV.580	0	0	0	0	0	0	79	0	0	0
ASV.581	0	9	30	39	0	0	0	0	0	0
ASV.582	0	78	0	0	0	0	0	0	0	0
ASV.583	0	0	0	78	0	0	0	0	0	0
ASV.584	0	0	0	78	0	0	0	0	0	0
ASV.585	0	0	0	0	0	0	78	0	0	0
ASV.586	77	0	0	0	0	0	0	0	0	0
ASV.587	77	0	0	0	0	0	0	0	0	0
ASV.588	77	0	0	0	0	0	0	0	0	0
ASV.589	77	0	0	0	0	0	0	0	0	0
ASV.590	77	0	0	0	0	0	0	0	0	0
ASV.591	72	0	0	0	0	0	0	0	0	5
ASV.592	39	0	0	0	0	0	0	0	0	38
ASV.593	0	77	0	0	0	0	0	0	0	0
ASV.594	0	4	26	47	0	0	0	0	0	0
ASV.595	0	77	0	0	0	0	0	0	0	0
ASV.596	0	54	23	0	0	0	0	0	0	0
ASV.597	0	77	0	0	0	0	0	0	0	0
ASV.598	0	0	0	77	0	0	0	0	0	0
ASV.599	0	0	0	77	0	0	0	0	0	0
ASV.600	0	0	0	0	0	0	0	0	77	0
ASV.601	66	0	7	0	0	0	0	0	0	3
ASV.602	76	0	0	0	0	0	0	0	0	0
ASV.603	0	76	0	0	0	0	0	0	0	0
ASV.604	0	76	0	0	0	0	0	0	0	0
ASV.605	0	0	0	76	0	0	0	0	0	0
ASV.606	0	0	0	76	0	0	0	0	0	0
ASV.607	0	0	0	76	0	0	0	0	0	0
ASV.608	0	0	0	76	0	0	0	0	0	0
ASV.609	0	0	0	25	0	0	0	0	51	0
ASV.610	0	0	0	0	76	0	0	0	0	0
ASV.611	0	0	0	0	0	0	0	0	76	0
ASV.612	75	0	0	0	0	0	0	0	0	0
ASV.613	75	0	0	0	0	0	0	0	0	0
ASV.614	0	0	13	62	0	0	0	0	0	0
ASV.615	0	0	11	64	0	0	0	0	0	0
ASV.616	0	0	0	75	0	0	0	0	0	0
ASV.617	0	0	0	75	0	0	0	0	0	0
ASV.618	0	0	0	75	0	0	0	0	0	0
ASV.619	0	0	0	3	0	0	0	17	55	0
ASV.621	0	0	0	0	0	0	75	0	0	0
ASV.623	0	0	0	0	0	0	0	0	75	0
ASV.624	74	0	0	0	0	0	0	0	0	0
ASV.625	0	64	10	0	0	0	0	0	0	0
ASV.626	0	74	0	0	0	0	0	0	0	0
ASV.627	0	0	27	47	0	0	0	0	0	0
ASV.628	0	0	0	74	0	0	0	0	0	0
ASV.629	0	0	0	0	0	0	74	0	0	0
ASV.630	0	0	0	0	0	0	0	0	74	0
ASV.631	0	0	0	0	0	0	0	0	74	0
ASV.632	0	0	0	0	0	0	0	0	74	0
ASV.633	0	0	0	0	0	0	0	0	74	0
ASV.634	0	73	0	0	0	0	0	0	0	0
ASV.635	0	0	0	73	0	0	0	0	0	0
ASV.636	0	0	0	73	0	0	0	0	0	0
ASV.637	56	0	0	0	0	0	0	0	0	16
ASV.638	72	0	0	0	0	0	0	0	0	0
ASV.639	72	0	0	0	0	0	0	0	0	0
ASV.640	72	0	0	0	0	0	0	0	0	0
ASV.641	0	52	20	0	0	0	0	0	0	0
ASV.642	0	0	0	72	0	0	0	0	0	0
ASV.643	0	0	0	72	0	0	0	0	0	0
ASV.644	0	0	0	34	0	0	0	0	0	38
ASV.645	0	0	0	72	0	0	0	0	0	0
ASV.646	71	0	0	0	0	0	0	0	0	0
ASV.647	71	0	0	0	0	0	0	0	0	0
ASV.648	0	13	40	18	0	0	0	0	0	0
ASV.649	0	0	4	67	0	0	0	0	0	0
ASV.650	0	0	0	71	0	0	0	0	0	0
ASV.651	0	0	0	71	0	0	0	0	0	0
ASV.652	0	0	0	0	0	0	71	0	0	0
ASV.653	0	0	0	0	0	0	0	0	71	0
ASV.654	70	0	0	0	0	0	0	0	0	0
ASV.655	70	0	0	0	0	0	0	0	0	0
ASV.656	70	0	0	0	0	0	0	0	0	0
ASV.657	70	0	0	0	0	0	0	0	0	0
ASV.658	0	70	0	0	0	0	0	0	0	0
ASV.659	0	0	33	37	0	0	0	0	0	0
ASV.660	0	0	0	70	0	0	0	0	0	0
ASV.661	0	0	0	70	0	0	0	0	0	0
ASV.662	0	0	0	0	7	0	0	7	56	0
ASV.663	0	0	0	0	0	0	0	0	70	0
ASV.664	0	0	0	0	0	0	0	0	0	70
ASV.665	36	0	0	33	0	0	0	0	0	0
ASV.666	9	0	0	55	0	0	0	0	0	5
ASV.667	0	53	16	0	0	0	0	0	0	0
ASV.668	0	17	52	0	0	0	0	0	0	0
ASV.669	0	5	0	64	0	0	0	0	0	0
ASV.670	0	37	32	0	0	0	0	0	0	0
ASV.671	0	0	4	65	0	0	0	0	0	0
ASV.672	0	0	0	69	0	0	0	0	0	0
ASV.673	0	0	0	53	0	0	0	0	0	16
ASV.674	0	0	0	69	0	0	0	0	0	0
ASV.675	0	0	0	69	0	0	0	0	0	0
ASV.676	0	0	0	0	0	69	0	0	0	0
ASV.678	0	0	0	0	0	0	0	0	0	69
ASV.679	68	0	0	0	0	0	0	0	0	0
ASV.680	52	0	0	0	0	0	0	0	0	16
ASV.681	51	0	17	0	0	0	0	0	0	0
ASV.682	0	68	0	0	0	0	0	0	0	0
ASV.683	0	68	0	0	0	0	0	0	0	0
ASV.684	0	68	0	0	0	0	0	0	0	0
ASV.685	0	0	13	55	0	0	0	0	0	0
ASV.686	0	0	0	68	0	0	0	0	0	0
ASV.687	0	0	0	68	0	0	0	0	0	0
ASV.688	0	0	0	0	0	0	53	0	15	0
ASV.689	0	0	0	0	0	0	68	0	0	0
ASV.690	67	0	0	0	0	0	0	0	0	0
ASV.691	67	0	0	0	0	0	0	0	0	0
ASV.692	67	0	0	0	0	0	0	0	0	0
ASV.693	0	67	0	0	0	0	0	0	0	0
ASV.694	0	67	0	0	0	0	0	0	0	0
ASV.695	0	67	0	0	0	0	0	0	0	0
ASV.696	0	67	0	0	0	0	0	0	0	0
ASV.697	0	57	10	0	0	0	0	0	0	0
ASV.698	0	0	0	67	0	0	0	0	0	0
ASV.699	0	0	0	67	0	0	0	0	0	0
ASV.700	0	0	0	67	0	0	0	0	0	0
ASV.701	0	0	0	67	0	0	0	0	0	0
ASV.702	0	0	0	67	0	0	0	0	0	0
ASV.703	0	0	0	67	0	0	0	0	0	0
ASV.704	0	0	0	67	0	0	0	0	0	0
ASV.706	0	0	0	0	0	0	44	0	0	23
ASV.707	0	0	0	0	0	0	67	0	0	0
ASV.708	66	0	0	0	0	0	0	0	0	0
ASV.709	66	0	0	0	0	0	0	0	0	0
ASV.710	66	0	0	0	0	0	0	0	0	0
ASV.711	66	0	0	0	0	0	0	0	0	0
ASV.712	66	0	0	0	0	0	0	0	0	0
ASV.713	66	0	0	0	0	0	0	0	0	0
ASV.714	59	0	0	0	0	0	0	0	0	7
ASV.715	66	0	0	0	0	0	0	0	0	0
ASV.716	1	0	0	0	0	0	0	0	0	65
ASV.717	0	56	10	0	0	0	0	0	0	0
ASV.718	0	48	0	0	0	0	18	0	0	0
ASV.719	0	0	18	48	0	0	0	0	0	0
ASV.720	0	0	3	63	0	0	0	0	0	0
ASV.721	0	0	28	0	0	0	0	7	31	0
ASV.722	0	0	0	66	0	0	0	0	0	0
ASV.723	0	0	0	66	0	0	0	0	0	0
ASV.724	0	0	0	66	0	0	0	0	0	0
ASV.725	0	0	0	66	0	0	0	0	0	0
ASV.726	0	0	0	66	0	0	0	0	0	0
ASV.727	0	0	0	0	0	0	0	0	66	0
ASV.728	41	6	0	0	0	0	0	0	0	18
ASV.729	65	0	0	0	0	0	0	0	0	0
ASV.730	57	0	0	0	0	0	0	0	0	8
ASV.731	65	0	0	0	0	0	0	0	0	0
ASV.732	41	0	0	0	0	0	0	0	0	24
ASV.733	65	0	0	0	0	0	0	0	0	0
ASV.734	0	65	0	0	0	0	0	0	0	0
ASV.735	0	29	36	0	0	0	0	0	0	0
ASV.736	0	65	0	0	0	0	0	0	0	0
ASV.737	0	0	7	58	0	0	0	0	0	0
ASV.738	0	0	33	32	0	0	0	0	0	0
ASV.739	0	0	0	65	0	0	0	0	0	0
ASV.740	0	0	0	65	0	0	0	0	0	0
ASV.741	0	0	0	0	0	0	65	0	0	0
ASV.742	0	0	0	0	0	0	65	0	0	0
ASV.743	0	0	0	0	0	0	0	0	65	0
ASV.744	64	0	0	0	0	0	0	0	0	0
ASV.745	64	0	0	0	0	0	0	0	0	0
ASV.746	38	0	0	0	0	0	0	0	0	26
ASV.747	64	0	0	0	0	0	0	0	0	0
ASV.748	64	0	0	0	0	0	0	0	0	0
ASV.749	62	0	0	0	0	0	0	0	0	2
ASV.750	0	64	0	0	0	0	0	0	0	0
ASV.751	0	3	3	58	0	0	0	0	0	0
ASV.752	0	64	0	0	0	0	0	0	0	0
ASV.753	0	34	30	0	0	0	0	0	0	0
ASV.754	0	29	35	0	0	0	0	0	0	0
ASV.755	0	64	0	0	0	0	0	0	0	0
ASV.756	0	0	6	9	0	0	0	0	0	49
ASV.757	0	0	64	0	0	0	0	0	0	0
ASV.758	0	0	0	64	0	0	0	0	0	0
ASV.759	0	0	0	64	0	0	0	0	0	0
ASV.760	0	0	0	64	0	0	0	0	0	0
ASV.761	0	0	0	64	0	0	0	0	0	0
ASV.762	0	0	0	64	0	0	0	0	0	0
ASV.763	0	0	0	0	64	0	0	0	0	0
ASV.765	0	0	0	0	0	0	0	0	64	0
ASV.766	0	0	0	0	0	0	0	0	64	0
ASV.767	63	0	0	0	0	0	0	0	0	0
ASV.768	63	0	0	0	0	0	0	0	0	0
ASV.769	63	0	0	0	0	0	0	0	0	0
ASV.770	63	0	0	0	0	0	0	0	0	0
ASV.771	63	0	0	0	0	0	0	0	0	0
ASV.772	63	0	0	0	0	0	0	0	0	0
ASV.773	63	0	0	0	0	0	0	0	0	0
ASV.774	63	0	0	0	0	0	0	0	0	0
ASV.775	0	38	25	0	0	0	0	0	0	0
ASV.776	0	63	0	0	0	0	0	0	0	0
ASV.777	0	63	0	0	0	0	0	0	0	0
ASV.778	0	0	24	39	0	0	0	0	0	0
ASV.779	0	0	0	63	0	0	0	0	0	0
ASV.780	0	0	0	63	0	0	0	0	0	0
ASV.781	0	0	0	63	0	0	0	0	0	0
ASV.782	0	0	0	63	0	0	0	0	0	0
ASV.783	0	0	0	63	0	0	0	0	0	0
ASV.784	0	0	0	0	63	0	0	0	0	0
ASV.785	0	0	0	0	0	0	63	0	0	0
ASV.786	0	0	0	0	0	0	0	0	63	0
ASV.787	30	0	4	0	0	0	0	0	0	28
ASV.788	62	0	0	0	0	0	0	0	0	0
ASV.789	62	0	0	0	0	0	0	0	0	0
ASV.790	62	0	0	0	0	0	0	0	0	0
ASV.791	62	0	0	0	0	0	0	0	0	0
ASV.792	49	13	0	0	0	0	0	0	0	0
ASV.793	62	0	0	0	0	0	0	0	0	0
ASV.794	39	0	0	0	0	0	0	0	0	23
ASV.795	0	51	11	0	0	0	0	0	0	0
ASV.796	0	52	10	0	0	0	0	0	0	0
ASV.797	0	5	57	0	0	0	0	0	0	0
ASV.798	0	0	0	62	0	0	0	0	0	0
ASV.799	0	0	0	62	0	0	0	0	0	0
ASV.800	0	0	0	62	0	0	0	0	0	0
ASV.801	0	0	0	62	0	0	0	0	0	0
ASV.802	0	0	0	62	0	0	0	0	0	0
ASV.803	0	0	0	0	0	62	0	0	0	0
ASV.806	0	0	0	0	0	0	0	0	62	0
ASV.807	61	0	0	0	0	0	0	0	0	0
ASV.808	61	0	0	0	0	0	0	0	0	0
ASV.809	61	0	0	0	0	0	0	0	0	0
ASV.810	61	0	0	0	0	0	0	0	0	0
ASV.811	0	7	0	54	0	0	0	0	0	0
ASV.812	0	61	0	0	0	0	0	0	0	0
ASV.813	0	61	0	0	0	0	0	0	0	0
ASV.814	0	61	0	0	0	0	0	0	0	0
ASV.815	0	21	40	0	0	0	0	0	0	0
ASV.816	0	61	0	0	0	0	0	0	0	0
ASV.817	0	0	10	48	0	0	0	0	0	3
ASV.818	0	0	6	0	0	0	0	0	0	55
ASV.819	0	0	0	61	0	0	0	0	0	0
ASV.820	0	0	0	61	0	0	0	0	0	0
ASV.821	0	0	0	61	0	0	0	0	0	0
ASV.822	0	0	0	61	0	0	0	0	0	0
ASV.823	0	0	0	61	0	0	0	0	0	0
ASV.824	0	0	0	61	0	0	0	0	0	0
ASV.825	0	0	0	0	61	0	0	0	0	0
ASV.826	0	0	0	0	0	4	0	0	57	0
ASV.827	0	0	0	0	0	0	61	0	0	0
ASV.828	0	0	0	0	0	0	61	0	0	0
ASV.829	60	0	0	0	0	0	0	0	0	0
ASV.830	60	0	0	0	0	0	0	0	0	0
ASV.831	60	0	0	0	0	0	0	0	0	0
ASV.832	60	0	0	0	0	0	0	0	0	0
ASV.833	60	0	0	0	0	0	0	0	0	0
ASV.834	60	0	0	0	0	0	0	0	0	0
ASV.835	60	0	0	0	0	0	0	0	0	0
ASV.836	60	0	0	0	0	0	0	0	0	0
ASV.837	0	60	0	0	0	0	0	0	0	0
ASV.838	0	41	19	0	0	0	0	0	0	0
ASV.839	0	60	0	0	0	0	0	0	0	0
ASV.840	0	0	0	60	0	0	0	0	0	0
ASV.841	0	0	0	60	0	0	0	0	0	0
ASV.842	0	0	0	60	0	0	0	0	0	0
ASV.843	0	0	0	60	0	0	0	0	0	0
ASV.844	0	0	0	60	0	0	0	0	0	0
ASV.845	0	0	0	60	0	0	0	0	0	0
ASV.846	0	0	0	60	0	0	0	0	0	0
ASV.847	0	0	0	0	0	0	60	0	0	0
ASV.848	0	0	0	0	0	0	0	60	0	0
ASV.849	44	0	7	0	0	0	0	0	0	8
ASV.850	59	0	0	0	0	0	0	0	0	0
ASV.851	59	0	0	0	0	0	0	0	0	0
ASV.852	59	0	0	0	0	0	0	0	0	0
ASV.853	59	0	0	0	0	0	0	0	0	0
ASV.854	59	0	0	0	0	0	0	0	0	0
ASV.855	44	0	0	4	0	0	0	0	0	11
ASV.856	59	0	0	0	0	0	0	0	0	0
ASV.857	0	42	17	0	0	0	0	0	0	0
ASV.858	0	0	14	45	0	0	0	0	0	0
ASV.859	0	0	0	59	0	0	0	0	0	0
ASV.860	0	0	0	59	0	0	0	0	0	0
ASV.861	0	0	0	59	0	0	0	0	0	0
ASV.862	0	0	0	59	0	0	0	0	0	0
ASV.863	0	0	0	59	0	0	0	0	0	0
ASV.864	0	0	0	59	0	0	0	0	0	0
ASV.865	0	0	0	59	0	0	0	0	0	0
ASV.866	0	0	0	59	0	0	0	0	0	0
ASV.867	0	0	0	0	0	0	0	59	0	0
ASV.868	0	0	0	0	0	0	0	34	25	0
ASV.869	58	0	0	0	0	0	0	0	0	0
ASV.870	29	0	8	0	0	0	0	0	0	21
ASV.871	58	0	0	0	0	0	0	0	0	0
ASV.872	58	0	0	0	0	0	0	0	0	0
ASV.873	58	0	0	0	0	0	0	0	0	0
ASV.874	58	0	0	0	0	0	0	0	0	0
ASV.875	58	0	0	0	0	0	0	0	0	0
ASV.876	58	0	0	0	0	0	0	0	0	0
ASV.877	58	0	0	0	0	0	0	0	0	0
ASV.878	58	0	0	0	0	0	0	0	0	0
ASV.879	58	0	0	0	0	0	0	0	0	0
ASV.880	58	0	0	0	0	0	0	0	0	0
ASV.881	0	58	0	0	0	0	0	0	0	0
ASV.882	0	58	0	0	0	0	0	0	0	0
ASV.883	0	43	15	0	0	0	0	0	0	0
ASV.884	0	48	10	0	0	0	0	0	0	0
ASV.885	0	45	13	0	0	0	0	0	0	0
ASV.886	0	58	0	0	0	0	0	0	0	0
ASV.887	0	0	58	0	0	0	0	0	0	0
ASV.888	0	0	23	35	0	0	0	0	0	0
ASV.889	0	0	0	58	0	0	0	0	0	0
ASV.890	0	0	0	13	0	0	0	0	0	45
ASV.891	0	0	0	58	0	0	0	0	0	0
ASV.892	0	0	0	58	0	0	0	0	0	0
ASV.893	0	0	0	58	0	0	0	0	0	0
ASV.894	0	0	0	58	0	0	0	0	0	0
ASV.895	0	0	0	0	0	0	58	0	0	0
ASV.896	0	0	0	0	0	0	58	0	0	0
ASV.897	0	0	0	0	0	0	0	58	0	0
ASV.898	57	0	0	0	0	0	0	0	0	0
ASV.899	57	0	0	0	0	0	0	0	0	0
ASV.900	57	0	0	0	0	0	0	0	0	0
ASV.901	57	0	0	0	0	0	0	0	0	0
ASV.902	57	0	0	0	0	0	0	0	0	0
ASV.903	54	0	0	0	0	0	0	0	0	3
ASV.904	0	31	26	0	0	0	0	0	0	0
ASV.905	0	57	0	0	0	0	0	0	0	0
ASV.906	0	6	0	51	0	0	0	0	0	0
ASV.907	0	57	0	0	0	0	0	0	0	0
ASV.908	0	57	0	0	0	0	0	0	0	0
ASV.909	0	57	0	0	0	0	0	0	0	0
ASV.910	0	0	9	48	0	0	0	0	0	0
ASV.912	0	0	14	43	0	0	0	0	0	0
ASV.913	0	0	8	49	0	0	0	0	0	0
ASV.914	0	0	0	57	0	0	0	0	0	0
ASV.915	0	0	0	57	0	0	0	0	0	0
ASV.916	0	0	0	57	0	0	0	0	0	0
ASV.917	0	0	0	57	0	0	0	0	0	0
ASV.918	0	0	0	57	0	0	0	0	0	0
ASV.919	0	0	0	0	57	0	0	0	0	0
ASV.920	0	0	0	0	0	0	57	0	0	0
ASV.921	0	0	0	0	0	0	57	0	0	0
ASV.922	0	0	0	0	0	0	57	0	0	0
ASV.923	56	0	0	0	0	0	0	0	0	0
ASV.924	56	0	0	0	0	0	0	0	0	0
ASV.925	53	0	0	3	0	0	0	0	0	0
ASV.926	56	0	0	0	0	0	0	0	0	0
ASV.927	56	0	0	0	0	0	0	0	0	0
ASV.928	56	0	0	0	0	0	0	0	0	0
ASV.929	0	56	0	0	0	0	0	0	0	0
ASV.931	0	0	56	0	0	0	0	0	0	0
ASV.932	0	0	8	48	0	0	0	0	0	0
ASV.933	0	0	0	56	0	0	0	0	0	0
ASV.934	0	0	0	56	0	0	0	0	0	0
ASV.935	0	0	0	56	0	0	0	0	0	0
ASV.936	0	0	0	56	0	0	0	0	0	0
ASV.937	0	0	0	56	0	0	0	0	0	0
ASV.938	0	0	0	0	0	0	56	0	0	0
ASV.939	0	0	0	0	0	0	0	0	56	0
ASV.940	0	0	0	0	0	0	0	0	0	56
ASV.941	55	0	0	0	0	0	0	0	0	0
ASV.942	55	0	0	0	0	0	0	0	0	0
ASV.943	55	0	0	0	0	0	0	0	0	0
ASV.944	55	0	0	0	0	0	0	0	0	0
ASV.945	0	42	13	0	0	0	0	0	0	0
ASV.946	0	55	0	0	0	0	0	0	0	0
ASV.947	0	55	0	0	0	0	0	0	0	0
ASV.948	0	23	32	0	0	0	0	0	0	0
ASV.949	0	18	0	37	0	0	0	0	0	0
ASV.950	0	55	0	0	0	0	0	0	0	0
ASV.951	0	55	0	0	0	0	0	0	0	0
ASV.952	0	0	39	16	0	0	0	0	0	0
ASV.953	0	0	9	46	0	0	0	0	0	0
ASV.954	0	0	38	17	0	0	0	0	0	0
ASV.955	0	0	0	55	0	0	0	0	0	0
ASV.956	0	0	0	55	0	0	0	0	0	0
ASV.957	0	0	0	55	0	0	0	0	0	0
ASV.958	0	0	0	55	0	0	0	0	0	0
ASV.959	0	0	0	55	0	0	0	0	0	0
ASV.960	0	0	0	55	0	0	0	0	0	0
ASV.962	0	0	0	0	0	0	55	0	0	0
ASV.963	0	0	0	0	0	0	55	0	0	0
ASV.964	0	0	0	0	0	0	55	0	0	0
ASV.965	0	0	0	0	0	0	55	0	0	0
ASV.966	0	0	0	0	0	0	0	0	55	0
ASV.967	0	0	0	0	0	0	0	0	55	0
ASV.968	0	0	0	0	0	0	0	0	55	0
ASV.969	0	0	0	0	0	0	0	0	0	55
ASV.970	31	0	2	0	0	0	0	0	0	21
ASV.971	37	0	0	0	0	0	0	0	0	17
ASV.972	54	0	0	0	0	0	0	0	0	0
ASV.973	54	0	0	0	0	0	0	0	0	0
ASV.974	54	0	0	0	0	0	0	0	0	0
ASV.975	54	0	0	0	0	0	0	0	0	0
ASV.976	54	0	0	0	0	0	0	0	0	0
ASV.977	54	0	0	0	0	0	0	0	0	0
ASV.978	48	0	0	0	0	0	0	0	0	6
ASV.979	0	6	11	37	0	0	0	0	0	0
ASV.980	0	54	0	0	0	0	0	0	0	0
ASV.981	0	0	0	54	0	0	0	0	0	0
ASV.982	0	0	0	54	0	0	0	0	0	0
ASV.984	0	0	0	54	0	0	0	0	0	0
ASV.985	0	0	0	54	0	0	0	0	0	0
ASV.986	0	0	0	54	0	0	0	0	0	0
ASV.987	0	0	0	0	54	0	0	0	0	0
ASV.989	0	0	0	0	0	0	54	0	0	0
ASV.990	0	0	0	0	0	0	0	0	0	54
ASV.991	47	0	0	0	0	0	0	0	0	6
ASV.992	53	0	0	0	0	0	0	0	0	0
ASV.993	16	0	0	37	0	0	0	0	0	0
ASV.994	53	0	0	0	0	0	0	0	0	0
ASV.995	53	0	0	0	0	0	0	0	0	0
ASV.996	0	53	0	0	0	0	0	0	0	0
ASV.997	0	53	0	0	0	0	0	0	0	0
ASV.998	0	0	0	53	0	0	0	0	0	0
ASV.999	0	0	0	53	0	0	0	0	0	0
ASV.1000	0	0	0	53	0	0	0	0	0	0
ASV.1001	0	0	0	53	0	0	0	0	0	0
ASV.1002	0	0	0	53	0	0	0	0	0	0
ASV.1003	0	0	0	53	0	0	0	0	0	0
ASV.1004	0	0	0	53	0	0	0	0	0	0
ASV.1005	0	0	0	53	0	0	0	0	0	0
ASV.1007	0	0	0	0	0	0	0	0	53	0
ASV.1008	52	0	0	0	0	0	0	0	0	0
ASV.1009	52	0	0	0	0	0	0	0	0	0
ASV.1010	52	0	0	0	0	0	0	0	0	0
ASV.1011	52	0	0	0	0	0	0	0	0	0
ASV.1012	0	18	16	18	0	0	0	0	0	0
ASV.1013	0	52	0	0	0	0	0	0	0	0
ASV.1014	0	49	3	0	0	0	0	0	0	0
ASV.1015	0	52	0	0	0	0	0	0	0	0
ASV.1016	0	52	0	0	0	0	0	0	0	0
ASV.1017	0	0	10	17	0	0	0	0	0	25
ASV.1018	0	0	12	40	0	0	0	0	0	0
ASV.1019	0	0	0	52	0	0	0	0	0	0
ASV.1020	0	0	0	52	0	0	0	0	0	0
ASV.1021	0	0	0	52	0	0	0	0	0	0
ASV.1022	0	0	0	52	0	0	0	0	0	0
ASV.1023	0	0	0	52	0	0	0	0	0	0
ASV.1024	0	0	0	52	0	0	0	0	0	0
ASV.1025	0	0	0	52	0	0	0	0	0	0
ASV.1026	0	0	0	52	0	0	0	0	0	0
ASV.1027	0	0	0	52	0	0	0	0	0	0
ASV.1028	0	0	0	0	0	0	52	0	0	0
ASV.1029	0	0	0	0	0	0	52	0	0	0
ASV.1030	36	0	0	15	0	0	0	0	0	0
ASV.1031	42	0	9	0	0	0	0	0	0	0
ASV.1032	51	0	0	0	0	0	0	0	0	0
ASV.1033	0	51	0	0	0	0	0	0	0	0
ASV.1034	0	51	0	0	0	0	0	0	0	0
ASV.1035	0	51	0	0	0	0	0	0	0	0
ASV.1036	0	51	0	0	0	0	0	0	0	0
ASV.1037	0	0	4	47	0	0	0	0	0	0
ASV.1038	0	0	7	38	0	0	0	0	0	6
ASV.1039	0	0	0	51	0	0	0	0	0	0
ASV.1040	0	0	0	51	0	0	0	0	0	0
ASV.1041	0	0	0	51	0	0	0	0	0	0
ASV.1042	0	0	0	51	0	0	0	0	0	0
ASV.1043	0	0	0	51	0	0	0	0	0	0
ASV.1044	0	0	0	51	0	0	0	0	0	0
ASV.1045	0	0	0	51	0	0	0	0	0	0
ASV.1046	0	0	0	28	0	0	0	0	0	23
ASV.1047	0	0	0	51	0	0	0	0	0	0
ASV.1048	0	0	0	51	0	0	0	0	0	0
ASV.1049	0	0	0	51	0	0	0	0	0	0
ASV.1050	0	0	0	51	0	0	0	0	0	0
ASV.1051	0	0	0	51	0	0	0	0	0	0
ASV.1052	0	0	0	43	0	0	0	0	0	8
ASV.1053	0	0	0	51	0	0	0	0	0	0
ASV.1054	0	0	0	0	0	0	0	51	0	0
ASV.1055	0	0	0	0	0	0	0	0	51	0
ASV.1056	0	0	0	0	0	0	0	0	0	51
ASV.1057	50	0	0	0	0	0	0	0	0	0
ASV.1058	15	4	31	0	0	0	0	0	0	0
ASV.1059	50	0	0	0	0	0	0	0	0	0
ASV.1060	50	0	0	0	0	0	0	0	0	0
ASV.1061	50	0	0	0	0	0	0	0	0	0
ASV.1062	50	0	0	0	0	0	0	0	0	0
ASV.1063	50	0	0	0	0	0	0	0	0	0
ASV.1064	16	0	0	0	0	0	0	0	0	34
ASV.1065	0	8	0	42	0	0	0	0	0	0
ASV.1066	0	9	8	33	0	0	0	0	0	0
ASV.1067	0	50	0	0	0	0	0	0	0	0
ASV.1068	0	50	0	0	0	0	0	0	0	0
ASV.1069	0	50	0	0	0	0	0	0	0	0
ASV.1070	0	50	0	0	0	0	0	0	0	0
ASV.1071	0	0	10	40	0	0	0	0	0	0
ASV.1072	0	0	2	48	0	0	0	0	0	0
ASV.1073	0	0	50	0	0	0	0	0	0	0
ASV.1074	0	0	0	50	0	0	0	0	0	0
ASV.1075	0	0	0	50	0	0	0	0	0	0
ASV.1076	0	0	0	50	0	0	0	0	0	0
ASV.1077	0	0	0	46	0	0	0	0	0	4
ASV.1078	0	0	0	50	0	0	0	0	0	0
ASV.1079	0	0	0	50	0	0	0	0	0	0
ASV.1080	0	0	0	50	0	0	0	0	0	0
ASV.1081	0	0	0	50	0	0	0	0	0	0
ASV.1082	0	0	0	50	0	0	0	0	0	0
ASV.1083	0	0	0	50	0	0	0	0	0	0
ASV.1084	0	0	0	50	0	0	0	0	0	0
ASV.1085	0	0	0	0	50	0	0	0	0	0
ASV.1086	0	0	0	0	50	0	0	0	0	0
ASV.1087	0	0	0	0	0	0	50	0	0	0
ASV.1088	0	0	0	0	0	0	50	0	0	0
ASV.1089	0	0	0	0	0	0	0	0	50	0
ASV.1090	49	0	0	0	0	0	0	0	0	0
ASV.1091	17	0	0	0	0	0	0	0	0	32
ASV.1092	49	0	0	0	0	0	0	0	0	0
ASV.1093	49	0	0	0	0	0	0	0	0	0
ASV.1094	49	0	0	0	0	0	0	0	0	0
ASV.1095	49	0	0	0	0	0	0	0	0	0
ASV.1096	49	0	0	0	0	0	0	0	0	0
ASV.1097	49	0	0	0	0	0	0	0	0	0
ASV.1098	49	0	0	0	0	0	0	0	0	0
ASV.1099	49	0	0	0	0	0	0	0	0	0
ASV.1100	49	0	0	0	0	0	0	0	0	0
ASV.1101	49	0	0	0	0	0	0	0	0	0
ASV.1102	49	0	0	0	0	0	0	0	0	0
ASV.1103	0	41	8	0	0	0	0	0	0	0
ASV.1104	0	49	0	0	0	0	0	0	0	0
ASV.1105	0	49	0	0	0	0	0	0	0	0
ASV.1106	0	0	9	40	0	0	0	0	0	0
ASV.1107	0	0	34	15	0	0	0	0	0	0
ASV.1108	0	0	0	49	0	0	0	0	0	0
ASV.1109	0	0	0	46	0	0	0	0	0	3
ASV.1110	0	0	0	49	0	0	0	0	0	0
ASV.1111	0	0	0	49	0	0	0	0	0	0
ASV.1112	0	0	0	49	0	0	0	0	0	0
ASV.1113	0	0	0	49	0	0	0	0	0	0
ASV.1114	0	0	0	49	0	0	0	0	0	0
ASV.1115	0	0	0	49	0	0	0	0	0	0
ASV.1116	0	0	0	49	0	0	0	0	0	0
ASV.1117	0	0	0	0	49	0	0	0	0	0
ASV.1118	0	0	0	0	0	0	49	0	0	0
ASV.1119	0	0	0	0	0	0	49	0	0	0
