SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.12041	0	0	0	0	0	0	0	0	0	4
ASV.12042	0	0	0	0	0	0	0	0	0	4
ASV.12043	0	0	0	0	0	0	0	0	0	4
ASV.12044	0	0	0	0	0	0	0	0	0	4
ASV.12045	0	0	0	0	0	0	0	0	0	4
ASV.12046	0	0	0	0	0	0	0	0	0	4
ASV.12047	0	0	0	0	0	0	0	0	0	4
ASV.12048	0	0	0	0	0	0	0	0	0	4
ASV.12049	0	0	0	0	0	0	0	0	0	4
ASV.12050	0	0	0	0	0	0	0	0	0	4
ASV.12051	0	0	0	0	0	0	0	0	0	4
ASV.12052	0	0	0	0	0	0	0	0	0	4
ASV.12053	0	0	0	0	0	0	0	0	0	4
ASV.12054	0	0	0	0	0	0	0	0	0	4
ASV.12056	0	0	0	0	0	0	0	0	0	4
ASV.12057	0	0	0	0	0	0	0	0	0	4
ASV.12058	0	0	0	0	0	0	0	0	0	4
ASV.12059	0	0	0	0	0	0	0	0	0	4
ASV.12060	0	0	0	0	0	0	0	0	0	4
ASV.12061	0	0	0	0	0	0	0	0	0	4
ASV.12062	0	0	0	0	0	0	0	0	0	4
ASV.12063	0	0	0	0	0	0	0	0	0	4
ASV.12064	0	0	0	0	0	0	0	0	0	4
ASV.12065	0	0	0	0	0	0	0	0	0	4
ASV.12066	0	0	0	0	0	0	0	0	0	4
ASV.12067	0	0	0	0	0	0	0	0	0	4
ASV.12068	0	0	0	0	0	0	0	0	0	4
ASV.12069	0	0	0	0	0	0	0	0	0	4
ASV.12070	0	0	0	0	0	0	0	0	0	4
ASV.12071	0	0	0	0	0	0	0	0	0	4
ASV.12072	0	0	0	0	0	0	0	0	0	4
ASV.12073	0	0	0	0	0	0	0	0	0	4
ASV.12074	0	0	0	0	0	0	0	0	0	4
ASV.12075	0	0	0	0	0	0	0	0	0	4
ASV.12076	0	0	0	0	0	0	0	0	0	4
ASV.12077	0	0	0	0	0	0	0	0	0	4
ASV.12078	0	0	0	0	0	0	0	0	0	4
ASV.12079	0	0	0	0	0	0	0	0	0	4
ASV.12080	0	0	0	0	0	0	0	0	0	4
ASV.12081	0	0	0	0	0	0	0	0	0	4
ASV.12082	0	0	0	0	0	0	0	0	0	4
ASV.12083	0	0	0	0	0	0	0	0	0	4
ASV.12084	0	0	0	0	0	0	0	0	0	4
ASV.12085	0	0	0	0	0	0	0	0	0	4
ASV.12086	0	0	0	0	0	0	0	0	0	4
ASV.12087	0	0	0	0	0	0	0	0	0	4
ASV.12088	0	0	0	0	0	0	0	0	0	4
ASV.12089	0	0	0	0	0	0	0	0	0	4
ASV.12090	0	0	0	0	0	0	0	0	0	4
ASV.12091	0	0	0	0	0	0	0	0	0	4
ASV.12092	0	0	0	0	0	0	0	0	0	4
ASV.12093	0	0	0	0	0	0	0	0	0	4
ASV.12094	0	0	0	0	0	0	0	0	0	4
ASV.12095	0	0	0	0	0	0	0	0	0	4
ASV.12096	0	0	0	0	0	0	0	0	0	4
ASV.12097	0	0	0	0	0	0	0	0	0	4
ASV.12098	0	0	0	0	0	0	0	0	0	4
ASV.12099	0	0	0	0	0	0	0	0	0	4
ASV.12100	0	0	0	0	0	0	0	0	0	4
ASV.12101	0	0	0	0	0	0	0	0	0	4
ASV.12102	0	0	0	0	0	0	0	0	0	4
ASV.12103	0	0	0	0	0	0	0	0	0	4
ASV.12104	0	0	0	0	0	0	0	0	0	4
ASV.12105	0	0	0	0	0	0	0	0	0	4
ASV.12106	0	0	0	0	0	0	0	0	0	4
ASV.12107	0	0	0	0	0	0	0	0	0	4
ASV.12108	0	0	0	0	0	0	0	0	0	4
ASV.12109	0	0	0	0	0	0	0	0	0	4
ASV.12110	0	0	0	0	0	0	0	0	0	4
ASV.12111	0	0	0	0	0	0	0	0	0	4
ASV.12112	0	0	0	0	0	0	0	0	0	4
ASV.12113	0	0	0	0	0	0	0	0	0	4
ASV.12114	0	0	0	0	0	0	0	0	0	4
ASV.12115	0	0	0	0	0	0	0	0	0	4
ASV.12116	0	0	0	0	0	0	0	0	0	4
ASV.12117	0	0	0	0	0	0	0	0	0	4
ASV.12118	0	0	0	0	0	0	0	0	0	4
ASV.12119	0	0	0	0	0	0	0	0	0	4
ASV.12120	0	0	0	0	0	0	0	0	0	4
ASV.12121	0	0	0	0	0	0	0	0	0	4
ASV.12122	0	0	0	0	0	0	0	0	0	4
ASV.12123	0	0	0	0	0	0	0	0	0	4
ASV.12124	0	0	0	0	0	0	0	0	0	4
ASV.12125	0	0	0	0	0	0	0	0	0	4
ASV.12126	0	0	0	0	0	0	0	0	0	4
ASV.12127	0	0	0	0	0	0	0	0	0	4
ASV.12128	0	0	0	0	0	0	0	0	0	4
ASV.12129	0	0	0	0	0	0	0	0	0	4
ASV.12130	0	0	0	0	0	0	0	0	0	4
ASV.12131	0	0	0	0	0	0	0	0	0	4
ASV.12132	0	0	0	0	0	0	0	0	0	4
ASV.12133	0	0	0	0	0	0	0	0	0	4
ASV.12134	0	0	0	0	0	0	0	0	0	4
ASV.12135	0	0	0	0	0	0	0	0	0	4
ASV.12136	0	0	0	0	0	0	0	0	0	4
ASV.12137	0	0	0	0	0	0	0	0	0	4
ASV.12138	0	0	0	0	0	0	0	0	0	4
ASV.12139	0	0	0	0	0	0	0	0	0	4
ASV.12140	0	0	0	0	0	0	0	0	0	4
ASV.12141	0	0	0	0	0	0	0	0	0	4
ASV.12142	0	0	0	0	0	0	0	0	0	4
ASV.12143	0	0	0	0	0	0	0	0	0	4
ASV.12144	0	0	0	0	0	0	0	0	0	4
ASV.12145	0	0	0	0	0	0	0	0	0	4
ASV.12146	0	0	0	0	0	0	0	0	0	4
ASV.12147	0	0	0	0	0	0	0	0	0	4
ASV.12148	0	0	0	0	0	0	0	0	0	4
ASV.12149	0	0	0	0	0	0	0	0	0	4
ASV.12150	0	0	0	0	0	0	0	0	0	4
ASV.12151	0	0	0	0	0	0	0	0	0	4
ASV.12152	0	0	0	0	0	0	0	0	0	4
ASV.12153	0	0	0	0	0	0	0	0	0	4
ASV.12154	0	0	0	0	0	0	0	0	0	4
ASV.12155	0	0	0	0	0	0	0	0	0	4
ASV.12156	0	0	0	0	0	0	0	0	0	4
ASV.12157	0	0	0	0	0	0	0	0	0	4
ASV.12158	0	0	0	0	0	0	0	0	0	4
ASV.12159	0	0	0	0	0	0	0	0	0	4
ASV.12160	0	0	0	0	0	0	0	0	0	4
ASV.12161	0	0	0	0	0	0	0	0	0	4
ASV.12162	0	0	0	0	0	0	0	0	0	4
ASV.12163	0	0	0	0	0	0	0	0	0	4
ASV.12164	0	0	0	0	0	0	0	0	0	4
ASV.12165	0	0	0	0	0	0	0	0	0	4
ASV.12166	0	0	0	0	0	0	0	0	0	4
ASV.12167	0	0	0	0	0	0	0	0	0	4
ASV.12168	0	0	0	0	0	0	0	0	0	4
ASV.12170	0	0	0	0	0	0	0	0	0	4
ASV.12171	0	0	0	0	0	0	0	0	0	4
ASV.12172	0	0	0	0	0	0	0	0	0	4
ASV.12173	0	0	0	0	0	0	0	0	0	4
ASV.12174	0	0	0	0	0	0	0	0	0	4
ASV.12175	0	0	0	0	0	0	0	0	0	4
ASV.12176	0	0	0	0	0	0	0	0	0	4
ASV.12177	0	0	0	0	0	0	0	0	0	4
ASV.12178	0	0	0	0	0	0	0	0	0	4
ASV.12179	0	0	0	0	0	0	0	0	0	4
ASV.12180	0	0	0	0	0	0	0	0	0	4
ASV.12181	0	0	0	0	0	0	0	0	0	4
ASV.12182	0	0	0	0	0	0	0	0	0	4
ASV.12183	0	0	0	0	0	0	0	0	0	4
ASV.12184	0	0	0	0	0	0	0	0	0	4
ASV.12185	0	0	0	0	0	0	0	0	0	4
ASV.12186	0	0	0	0	0	0	0	0	0	4
ASV.12187	0	0	0	0	0	0	0	0	0	4
ASV.12188	0	0	0	0	0	0	0	0	0	4
ASV.12189	0	0	0	0	0	0	0	0	0	4
ASV.12190	0	0	0	0	0	0	0	0	0	4
ASV.12191	0	0	0	0	0	0	0	0	0	4
ASV.12192	0	0	0	0	0	0	0	0	0	4
ASV.12193	0	0	0	0	0	0	0	0	0	4
ASV.12194	0	0	0	0	0	0	0	0	0	4
ASV.12195	0	0	0	0	0	0	0	0	0	4
ASV.12196	0	0	0	0	0	0	0	0	0	4
ASV.12197	0	0	0	0	0	0	0	0	0	4
ASV.12198	0	0	0	0	0	0	0	0	0	4
ASV.12199	0	0	0	0	0	0	0	0	0	4
ASV.12200	0	0	0	0	0	0	0	0	0	4
ASV.12201	0	0	0	0	0	0	0	0	0	4
ASV.12202	0	0	0	0	0	0	0	0	0	4
ASV.12203	0	0	0	0	0	0	0	0	0	4
ASV.12204	0	0	0	0	0	0	0	0	0	4
ASV.12205	0	0	0	0	0	0	0	0	0	4
ASV.12206	0	0	0	0	0	0	0	0	0	4
ASV.12207	0	0	0	0	0	0	0	0	0	4
ASV.12208	0	0	0	0	0	0	0	0	0	4
ASV.12209	0	0	0	0	0	0	0	0	0	4
ASV.12210	0	0	0	0	0	0	0	0	0	4
ASV.12211	0	0	0	0	0	0	0	0	0	4
ASV.12212	0	0	0	0	0	0	0	0	0	4
ASV.12213	0	0	0	0	0	0	0	0	0	4
ASV.12214	0	0	0	0	0	0	0	0	0	4
ASV.12215	0	0	0	0	0	0	0	0	0	4
ASV.12216	0	0	0	0	0	0	0	0	0	4
ASV.12217	0	0	0	0	0	0	0	0	0	4
ASV.12218	0	0	0	0	0	0	0	0	0	4
ASV.12219	3	0	0	0	0	0	0	0	0	0
ASV.12220	3	0	0	0	0	0	0	0	0	0
ASV.12221	3	0	0	0	0	0	0	0	0	0
ASV.12222	3	0	0	0	0	0	0	0	0	0
ASV.12223	3	0	0	0	0	0	0	0	0	0
ASV.12224	3	0	0	0	0	0	0	0	0	0
ASV.12225	3	0	0	0	0	0	0	0	0	0
ASV.12226	3	0	0	0	0	0	0	0	0	0
ASV.12227	3	0	0	0	0	0	0	0	0	0
ASV.12228	3	0	0	0	0	0	0	0	0	0
ASV.12229	3	0	0	0	0	0	0	0	0	0
ASV.12230	3	0	0	0	0	0	0	0	0	0
ASV.12231	3	0	0	0	0	0	0	0	0	0
ASV.12232	3	0	0	0	0	0	0	0	0	0
ASV.12233	3	0	0	0	0	0	0	0	0	0
ASV.12234	3	0	0	0	0	0	0	0	0	0
ASV.12235	3	0	0	0	0	0	0	0	0	0
ASV.12236	3	0	0	0	0	0	0	0	0	0
ASV.12237	3	0	0	0	0	0	0	0	0	0
ASV.12238	3	0	0	0	0	0	0	0	0	0
ASV.12239	3	0	0	0	0	0	0	0	0	0
ASV.12240	3	0	0	0	0	0	0	0	0	0
ASV.12241	3	0	0	0	0	0	0	0	0	0
ASV.12242	3	0	0	0	0	0	0	0	0	0
ASV.12243	3	0	0	0	0	0	0	0	0	0
ASV.12244	3	0	0	0	0	0	0	0	0	0
ASV.12245	3	0	0	0	0	0	0	0	0	0
ASV.12246	3	0	0	0	0	0	0	0	0	0
ASV.12247	3	0	0	0	0	0	0	0	0	0
ASV.12248	3	0	0	0	0	0	0	0	0	0
ASV.12249	3	0	0	0	0	0	0	0	0	0
ASV.12250	3	0	0	0	0	0	0	0	0	0
ASV.12251	3	0	0	0	0	0	0	0	0	0
ASV.12252	3	0	0	0	0	0	0	0	0	0
ASV.12253	3	0	0	0	0	0	0	0	0	0
ASV.12254	3	0	0	0	0	0	0	0	0	0
ASV.12255	3	0	0	0	0	0	0	0	0	0
ASV.12256	3	0	0	0	0	0	0	0	0	0
ASV.12257	3	0	0	0	0	0	0	0	0	0
ASV.12258	3	0	0	0	0	0	0	0	0	0
ASV.12259	3	0	0	0	0	0	0	0	0	0
ASV.12260	3	0	0	0	0	0	0	0	0	0
ASV.12262	3	0	0	0	0	0	0	0	0	0
ASV.12263	3	0	0	0	0	0	0	0	0	0
ASV.12264	3	0	0	0	0	0	0	0	0	0
ASV.12265	3	0	0	0	0	0	0	0	0	0
ASV.12266	3	0	0	0	0	0	0	0	0	0
ASV.12267	3	0	0	0	0	0	0	0	0	0
ASV.12268	3	0	0	0	0	0	0	0	0	0
ASV.12269	3	0	0	0	0	0	0	0	0	0
ASV.12270	3	0	0	0	0	0	0	0	0	0
ASV.12271	3	0	0	0	0	0	0	0	0	0
ASV.12272	3	0	0	0	0	0	0	0	0	0
ASV.12273	3	0	0	0	0	0	0	0	0	0
ASV.12274	3	0	0	0	0	0	0	0	0	0
ASV.12275	3	0	0	0	0	0	0	0	0	0
ASV.12276	3	0	0	0	0	0	0	0	0	0
ASV.12277	3	0	0	0	0	0	0	0	0	0
ASV.12278	3	0	0	0	0	0	0	0	0	0
ASV.12279	3	0	0	0	0	0	0	0	0	0
ASV.12280	3	0	0	0	0	0	0	0	0	0
ASV.12281	3	0	0	0	0	0	0	0	0	0
ASV.12282	3	0	0	0	0	0	0	0	0	0
ASV.12283	3	0	0	0	0	0	0	0	0	0
ASV.12284	3	0	0	0	0	0	0	0	0	0
ASV.12285	3	0	0	0	0	0	0	0	0	0
ASV.12286	3	0	0	0	0	0	0	0	0	0
ASV.12287	3	0	0	0	0	0	0	0	0	0
ASV.12288	3	0	0	0	0	0	0	0	0	0
ASV.12289	3	0	0	0	0	0	0	0	0	0
ASV.12290	3	0	0	0	0	0	0	0	0	0
ASV.12291	3	0	0	0	0	0	0	0	0	0
ASV.12292	3	0	0	0	0	0	0	0	0	0
ASV.12293	3	0	0	0	0	0	0	0	0	0
ASV.12294	3	0	0	0	0	0	0	0	0	0
ASV.12295	3	0	0	0	0	0	0	0	0	0
ASV.12296	3	0	0	0	0	0	0	0	0	0
ASV.12297	3	0	0	0	0	0	0	0	0	0
ASV.12298	3	0	0	0	0	0	0	0	0	0
ASV.12299	3	0	0	0	0	0	0	0	0	0
ASV.12300	3	0	0	0	0	0	0	0	0	0
ASV.12301	3	0	0	0	0	0	0	0	0	0
ASV.12302	3	0	0	0	0	0	0	0	0	0
ASV.12303	3	0	0	0	0	0	0	0	0	0
ASV.12304	3	0	0	0	0	0	0	0	0	0
ASV.12306	3	0	0	0	0	0	0	0	0	0
ASV.12309	3	0	0	0	0	0	0	0	0	0
ASV.12310	3	0	0	0	0	0	0	0	0	0
ASV.12311	3	0	0	0	0	0	0	0	0	0
ASV.12312	3	0	0	0	0	0	0	0	0	0
ASV.12313	3	0	0	0	0	0	0	0	0	0
ASV.12314	3	0	0	0	0	0	0	0	0	0
ASV.12315	3	0	0	0	0	0	0	0	0	0
ASV.12316	3	0	0	0	0	0	0	0	0	0
ASV.12317	3	0	0	0	0	0	0	0	0	0
ASV.12318	3	0	0	0	0	0	0	0	0	0
ASV.12319	3	0	0	0	0	0	0	0	0	0
ASV.12320	3	0	0	0	0	0	0	0	0	0
ASV.12322	3	0	0	0	0	0	0	0	0	0
ASV.12323	3	0	0	0	0	0	0	0	0	0
ASV.12324	3	0	0	0	0	0	0	0	0	0
ASV.12326	0	3	0	0	0	0	0	0	0	0
ASV.12327	0	3	0	0	0	0	0	0	0	0
ASV.12328	0	3	0	0	0	0	0	0	0	0
ASV.12329	0	3	0	0	0	0	0	0	0	0
ASV.12330	0	3	0	0	0	0	0	0	0	0
ASV.12331	0	3	0	0	0	0	0	0	0	0
ASV.12332	0	3	0	0	0	0	0	0	0	0
ASV.12333	0	3	0	0	0	0	0	0	0	0
ASV.12334	0	3	0	0	0	0	0	0	0	0
ASV.12335	0	3	0	0	0	0	0	0	0	0
ASV.12336	0	3	0	0	0	0	0	0	0	0
ASV.12337	0	3	0	0	0	0	0	0	0	0
ASV.12338	0	3	0	0	0	0	0	0	0	0
ASV.12339	0	3	0	0	0	0	0	0	0	0
ASV.12340	0	3	0	0	0	0	0	0	0	0
ASV.12341	0	3	0	0	0	0	0	0	0	0
ASV.12342	0	3	0	0	0	0	0	0	0	0
ASV.12343	0	3	0	0	0	0	0	0	0	0
ASV.12344	0	3	0	0	0	0	0	0	0	0
ASV.12345	0	3	0	0	0	0	0	0	0	0
ASV.12346	0	3	0	0	0	0	0	0	0	0
ASV.12347	0	3	0	0	0	0	0	0	0	0
ASV.12348	0	3	0	0	0	0	0	0	0	0
ASV.12349	0	3	0	0	0	0	0	0	0	0
ASV.12350	0	3	0	0	0	0	0	0	0	0
ASV.12351	0	3	0	0	0	0	0	0	0	0
ASV.12352	0	3	0	0	0	0	0	0	0	0
ASV.12353	0	3	0	0	0	0	0	0	0	0
ASV.12354	0	3	0	0	0	0	0	0	0	0
ASV.12355	0	3	0	0	0	0	0	0	0	0
ASV.12356	0	3	0	0	0	0	0	0	0	0
ASV.12357	0	3	0	0	0	0	0	0	0	0
ASV.12358	0	3	0	0	0	0	0	0	0	0
ASV.12359	0	3	0	0	0	0	0	0	0	0
ASV.12360	0	3	0	0	0	0	0	0	0	0
ASV.12361	0	3	0	0	0	0	0	0	0	0
ASV.12362	0	3	0	0	0	0	0	0	0	0
ASV.12363	0	3	0	0	0	0	0	0	0	0
ASV.12364	0	3	0	0	0	0	0	0	0	0
ASV.12365	0	3	0	0	0	0	0	0	0	0
ASV.12366	0	3	0	0	0	0	0	0	0	0
ASV.12367	0	3	0	0	0	0	0	0	0	0
ASV.12368	0	3	0	0	0	0	0	0	0	0
ASV.12369	0	3	0	0	0	0	0	0	0	0
ASV.12370	0	3	0	0	0	0	0	0	0	0
ASV.12371	0	3	0	0	0	0	0	0	0	0
ASV.12372	0	3	0	0	0	0	0	0	0	0
ASV.12373	0	3	0	0	0	0	0	0	0	0
ASV.12374	0	3	0	0	0	0	0	0	0	0
ASV.12375	0	3	0	0	0	0	0	0	0	0
ASV.12376	0	3	0	0	0	0	0	0	0	0
ASV.12377	0	3	0	0	0	0	0	0	0	0
ASV.12378	0	3	0	0	0	0	0	0	0	0
ASV.12379	0	3	0	0	0	0	0	0	0	0
ASV.12380	0	3	0	0	0	0	0	0	0	0
ASV.12381	0	3	0	0	0	0	0	0	0	0
ASV.12382	0	3	0	0	0	0	0	0	0	0
ASV.12383	0	3	0	0	0	0	0	0	0	0
ASV.12384	0	3	0	0	0	0	0	0	0	0
ASV.12385	0	3	0	0	0	0	0	0	0	0
ASV.12386	0	3	0	0	0	0	0	0	0	0
ASV.12387	0	3	0	0	0	0	0	0	0	0
ASV.12388	0	3	0	0	0	0	0	0	0	0
ASV.12389	0	3	0	0	0	0	0	0	0	0
ASV.12390	0	3	0	0	0	0	0	0	0	0
ASV.12391	0	3	0	0	0	0	0	0	0	0
ASV.12392	0	3	0	0	0	0	0	0	0	0
ASV.12393	0	3	0	0	0	0	0	0	0	0
ASV.12394	0	3	0	0	0	0	0	0	0	0
ASV.12395	0	3	0	0	0	0	0	0	0	0
ASV.12396	0	3	0	0	0	0	0	0	0	0
ASV.12397	0	3	0	0	0	0	0	0	0	0
ASV.12398	0	3	0	0	0	0	0	0	0	0
ASV.12399	0	3	0	0	0	0	0	0	0	0
ASV.12400	0	3	0	0	0	0	0	0	0	0
ASV.12401	0	3	0	0	0	0	0	0	0	0
ASV.12402	0	3	0	0	0	0	0	0	0	0
ASV.12403	0	3	0	0	0	0	0	0	0	0
ASV.12404	0	3	0	0	0	0	0	0	0	0
ASV.12405	0	3	0	0	0	0	0	0	0	0
ASV.12406	0	3	0	0	0	0	0	0	0	0
ASV.12407	0	3	0	0	0	0	0	0	0	0
ASV.12408	0	3	0	0	0	0	0	0	0	0
ASV.12409	0	3	0	0	0	0	0	0	0	0
ASV.12410	0	3	0	0	0	0	0	0	0	0
ASV.12411	0	3	0	0	0	0	0	0	0	0
ASV.12412	0	3	0	0	0	0	0	0	0	0
ASV.12413	0	3	0	0	0	0	0	0	0	0
ASV.12414	0	3	0	0	0	0	0	0	0	0
ASV.12415	0	3	0	0	0	0	0	0	0	0
ASV.12416	0	3	0	0	0	0	0	0	0	0
ASV.12417	0	3	0	0	0	0	0	0	0	0
ASV.12418	0	3	0	0	0	0	0	0	0	0
ASV.12419	0	3	0	0	0	0	0	0	0	0
ASV.12420	0	3	0	0	0	0	0	0	0	0
ASV.12421	0	3	0	0	0	0	0	0	0	0
ASV.12422	0	3	0	0	0	0	0	0	0	0
ASV.12423	0	3	0	0	0	0	0	0	0	0
ASV.12424	0	3	0	0	0	0	0	0	0	0
ASV.12425	0	3	0	0	0	0	0	0	0	0
ASV.12426	0	3	0	0	0	0	0	0	0	0
ASV.12427	0	3	0	0	0	0	0	0	0	0
ASV.12428	0	3	0	0	0	0	0	0	0	0
ASV.12429	0	3	0	0	0	0	0	0	0	0
ASV.12430	0	3	0	0	0	0	0	0	0	0
ASV.12431	0	3	0	0	0	0	0	0	0	0
ASV.12432	0	3	0	0	0	0	0	0	0	0
ASV.12433	0	3	0	0	0	0	0	0	0	0
ASV.12434	0	3	0	0	0	0	0	0	0	0
ASV.12435	0	3	0	0	0	0	0	0	0	0
ASV.12436	0	3	0	0	0	0	0	0	0	0
ASV.12437	0	3	0	0	0	0	0	0	0	0
ASV.12438	0	3	0	0	0	0	0	0	0	0
ASV.12439	0	3	0	0	0	0	0	0	0	0
ASV.12440	0	3	0	0	0	0	0	0	0	0
ASV.12441	0	3	0	0	0	0	0	0	0	0
ASV.12442	0	3	0	0	0	0	0	0	0	0
ASV.12443	0	3	0	0	0	0	0	0	0	0
ASV.12444	0	3	0	0	0	0	0	0	0	0
ASV.12445	0	3	0	0	0	0	0	0	0	0
ASV.12446	0	3	0	0	0	0	0	0	0	0
ASV.12447	0	3	0	0	0	0	0	0	0	0
ASV.12448	0	3	0	0	0	0	0	0	0	0
ASV.12449	0	3	0	0	0	0	0	0	0	0
ASV.12450	0	3	0	0	0	0	0	0	0	0
ASV.12451	0	3	0	0	0	0	0	0	0	0
ASV.12452	0	3	0	0	0	0	0	0	0	0
ASV.12453	0	3	0	0	0	0	0	0	0	0
ASV.12454	0	3	0	0	0	0	0	0	0	0
ASV.12455	0	3	0	0	0	0	0	0	0	0
ASV.12456	0	3	0	0	0	0	0	0	0	0
ASV.12457	0	3	0	0	0	0	0	0	0	0
ASV.12458	0	3	0	0	0	0	0	0	0	0
ASV.12459	0	3	0	0	0	0	0	0	0	0
ASV.12460	0	3	0	0	0	0	0	0	0	0
ASV.12461	0	3	0	0	0	0	0	0	0	0
ASV.12462	0	3	0	0	0	0	0	0	0	0
ASV.12463	0	3	0	0	0	0	0	0	0	0
ASV.12464	0	3	0	0	0	0	0	0	0	0
ASV.12465	0	3	0	0	0	0	0	0	0	0
ASV.12466	0	3	0	0	0	0	0	0	0	0
ASV.12467	0	3	0	0	0	0	0	0	0	0
ASV.12468	0	3	0	0	0	0	0	0	0	0
ASV.12469	0	3	0	0	0	0	0	0	0	0
ASV.12470	0	3	0	0	0	0	0	0	0	0
ASV.12471	0	3	0	0	0	0	0	0	0	0
ASV.12472	0	3	0	0	0	0	0	0	0	0
ASV.12473	0	3	0	0	0	0	0	0	0	0
ASV.12474	0	3	0	0	0	0	0	0	0	0
ASV.12475	0	3	0	0	0	0	0	0	0	0
ASV.12476	0	3	0	0	0	0	0	0	0	0
ASV.12477	0	3	0	0	0	0	0	0	0	0
ASV.12478	0	3	0	0	0	0	0	0	0	0
ASV.12479	0	3	0	0	0	0	0	0	0	0
ASV.12480	0	3	0	0	0	0	0	0	0	0
ASV.12481	0	3	0	0	0	0	0	0	0	0
ASV.12482	0	3	0	0	0	0	0	0	0	0
ASV.12483	0	3	0	0	0	0	0	0	0	0
ASV.12484	0	3	0	0	0	0	0	0	0	0
ASV.12485	0	3	0	0	0	0	0	0	0	0
ASV.12486	0	3	0	0	0	0	0	0	0	0
ASV.12487	0	3	0	0	0	0	0	0	0	0
ASV.12488	0	3	0	0	0	0	0	0	0	0
ASV.12489	0	3	0	0	0	0	0	0	0	0
ASV.12490	0	3	0	0	0	0	0	0	0	0
ASV.12491	0	3	0	0	0	0	0	0	0	0
ASV.12492	0	3	0	0	0	0	0	0	0	0
ASV.12493	0	3	0	0	0	0	0	0	0	0
ASV.12494	0	3	0	0	0	0	0	0	0	0
ASV.12495	0	3	0	0	0	0	0	0	0	0
ASV.12496	0	3	0	0	0	0	0	0	0	0
ASV.12497	0	3	0	0	0	0	0	0	0	0
ASV.12498	0	3	0	0	0	0	0	0	0	0
ASV.12499	0	3	0	0	0	0	0	0	0	0
ASV.12500	0	3	0	0	0	0	0	0	0	0
ASV.12501	0	3	0	0	0	0	0	0	0	0
ASV.12502	0	3	0	0	0	0	0	0	0	0
ASV.12503	0	3	0	0	0	0	0	0	0	0
ASV.12504	0	3	0	0	0	0	0	0	0	0
ASV.12505	0	3	0	0	0	0	0	0	0	0
ASV.12506	0	3	0	0	0	0	0	0	0	0
ASV.12507	0	3	0	0	0	0	0	0	0	0
ASV.12508	0	3	0	0	0	0	0	0	0	0
ASV.12509	0	3	0	0	0	0	0	0	0	0
ASV.12510	0	3	0	0	0	0	0	0	0	0
ASV.12511	0	3	0	0	0	0	0	0	0	0
ASV.12512	0	3	0	0	0	0	0	0	0	0
ASV.12513	0	3	0	0	0	0	0	0	0	0
ASV.12514	0	3	0	0	0	0	0	0	0	0
ASV.12515	0	3	0	0	0	0	0	0	0	0
ASV.12516	0	3	0	0	0	0	0	0	0	0
ASV.12517	0	3	0	0	0	0	0	0	0	0
ASV.12518	0	3	0	0	0	0	0	0	0	0
ASV.12519	0	3	0	0	0	0	0	0	0	0
ASV.12520	0	3	0	0	0	0	0	0	0	0
ASV.12521	0	3	0	0	0	0	0	0	0	0
ASV.12522	0	3	0	0	0	0	0	0	0	0
ASV.12523	0	3	0	0	0	0	0	0	0	0
ASV.12524	0	3	0	0	0	0	0	0	0	0
ASV.12525	0	3	0	0	0	0	0	0	0	0
ASV.12526	0	3	0	0	0	0	0	0	0	0
ASV.12527	0	3	0	0	0	0	0	0	0	0
ASV.12528	0	3	0	0	0	0	0	0	0	0
ASV.12529	0	3	0	0	0	0	0	0	0	0
ASV.12530	0	3	0	0	0	0	0	0	0	0
ASV.12531	0	3	0	0	0	0	0	0	0	0
ASV.12532	0	3	0	0	0	0	0	0	0	0
ASV.12533	0	3	0	0	0	0	0	0	0	0
ASV.12534	0	3	0	0	0	0	0	0	0	0
ASV.12535	0	3	0	0	0	0	0	0	0	0
ASV.12536	0	3	0	0	0	0	0	0	0	0
ASV.12537	0	3	0	0	0	0	0	0	0	0
ASV.12538	0	3	0	0	0	0	0	0	0	0
ASV.12539	0	3	0	0	0	0	0	0	0	0
ASV.12540	0	3	0	0	0	0	0	0	0	0
ASV.12541	0	3	0	0	0	0	0	0	0	0
ASV.12542	0	3	0	0	0	0	0	0	0	0
ASV.12543	0	3	0	0	0	0	0	0	0	0
ASV.12544	0	3	0	0	0	0	0	0	0	0
ASV.12545	0	3	0	0	0	0	0	0	0	0
ASV.12546	0	3	0	0	0	0	0	0	0	0
ASV.12547	0	3	0	0	0	0	0	0	0	0
ASV.12548	0	3	0	0	0	0	0	0	0	0
ASV.12549	0	3	0	0	0	0	0	0	0	0
ASV.12550	0	3	0	0	0	0	0	0	0	0
ASV.12551	0	3	0	0	0	0	0	0	0	0
ASV.12552	0	3	0	0	0	0	0	0	0	0
ASV.12553	0	3	0	0	0	0	0	0	0	0
ASV.12554	0	3	0	0	0	0	0	0	0	0
ASV.12555	0	3	0	0	0	0	0	0	0	0
ASV.12556	0	3	0	0	0	0	0	0	0	0
ASV.12557	0	3	0	0	0	0	0	0	0	0
ASV.12558	0	3	0	0	0	0	0	0	0	0
ASV.12559	0	3	0	0	0	0	0	0	0	0
ASV.12560	0	3	0	0	0	0	0	0	0	0
ASV.12561	0	3	0	0	0	0	0	0	0	0
ASV.12562	0	3	0	0	0	0	0	0	0	0
ASV.12563	0	3	0	0	0	0	0	0	0	0
