Turk001-60663	Turk002-60836	Turk003-64283	Turk004-61107	Turk005-61293	Turk006-61492	Turk007-61980	Turk010-60665	Turk011-60838	Turk012-64287	Turk013-61115	Turk014-61297	Turk015-61600	Turk016-62051	Turk019-60667	Turk020-60875	Turk021-64291	Turk022-61155	Turk023-61301	Turk024-61604	Turk025-62059	Turk028-60690	Turk029-60883	Turk030-64295	Turk031-61159	Turk032-61380	Turk033-61837	Turk034-64519	Turk037-60692	Turk038-60909	Turk039-61091	Turk040-61167	Turk041-61388	Turk042-61845	Turk043-64524	Turk045-64121	Turk046-60917	Turk047-61099	Turk048-61197	Turk049-61424	Turk050-61868	Turk051-64631	Turk053-64125	Turk054-64160	Turk055-61107	Turk056-61198	Turk057-61432	Turk058-61876	Turk059-64634	Turk061-64126	Turk062-64275	Turk063-61115	Turk064-61199	Turk065-61484	Turk066-61972	Turk067-64223
ASV.128	0	0	0	0	0	0	81	0	0	74	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	175	0	0	0	0	0	689	0	0	8	0	0	0	0	0	0	0	0	0
ASV.130	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	172	0	0	0	196	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	111	0
ASV.131	0	0	0	0	0	10	0	0	0	0	0	270	0	0	0	0	0	0	193	166	0	0	0	0	0	0	14	0	0	0	7	41	9	199	0	0	32	0	0	0	0	0	0	0	0	48	8	0	0	0	4	0	0	0	0	0
ASV.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
ASV.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	351	0	0	0	0	0	0	0	66	0	0	0	0	0	161	0	0	0	0	0	0	406	0	0	0	0	0	0
ASV.136	0	370	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.138	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	173	0	4	0	0	0	0	32
ASV.142	0	329	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0
ASV.143	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.144	0	0	210	0	112	0	0	0	0	0	0	0	0	0	0	0	58	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
ASV.146	0	0	125	72	99	0	0	0	0	0	0	0	0	56	0	0	14	165	0	0	0	0	0	97	0	133	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
ASV.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.151	0	20	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	34	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.152	0	0	46	43	62	0	67	0	0	0	0	0	0	31	0	0	29	41	0	0	0	0	0	63	0	22	0	38	0	0	0	0	25	0	35	0	0	0	0	65	0	85	0	0	0	0	0	0	0	0	21	0	0	36	128	0
ASV.154	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	206	0	0	0	0	0	0	0
ASV.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	0	0	0	0
ASV.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	630	0	0	0	0	0	0
ASV.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.160	0	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.161	0	0	0	0	0	58	0	0	0	72	38	47	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	66	45	57	0	0	0	33	0	0	0	0	0	126	0	0	115	35	16	0	0	0	57	0	0	0
ASV.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	205	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0
ASV.163	0	0	0	0	0	61	0	0	0	99	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	163	0	0	0	0	0	173	0	0	0	0	74	0	0	0	64	0	0	0
ASV.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	215
ASV.165	0	0	119	26	159	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0
ASV.167	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	548	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	60	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	113	0	0	0	0	0	0	195	0	0	0	0	0	0
ASV.174	193	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.176	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	60	0	0	0	27	0	0	0	0	0	0	60	0	0	0	0	165	105	0	0	0	0	0	0	0	13	0	0	0	0	45	101	0
ASV.177	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	84	276	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
ASV.178	0	0	0	0	167	0	0	0	0	0	0	0	272	26	0	0	0	0	0	0	0	0	0	35	0	0	159	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.180	0	0	24	26	103	0	0	0	0	0	0	0	41	0	0	0	0	42	184	0	0	0	0	0	6	41	41	0	0	0	41	0	0	0	0	0	0	0	0	50	0	0	0	0	0	89	0	0	0	0	12	0	0	0	8	0
ASV.181	0	0	0	0	0	36	0	0	0	117	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	64	0	0	0	0	107	0	0	0	0	0	107	0	0	28	0	0	0	0	0	134	0	0	0
ASV.183	0	0	0	0	123	0	0	0	0	0	0	137	0	0	0	0	0	105	0	0	0	0	0	0	0	80	0	0	0	0	0	183	0	0	0	0	0	0	53	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.184	0	0	0	0	0	112	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	121	0	0	0	65	0	0	0	0	0	0	0	0	0	128	0	0	0	0	127	0	0	0
ASV.186	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.187	0	246	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0
ASV.194	0	0	0	0	60	0	0	0	0	0	0	28	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	50	0	0	0	0	0	0	208	0	0	0	0	124
ASV.198	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0
ASV.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	359	0	0	0	0	0	0	166	0	0	0	0	0	0
ASV.203	0	133	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.205	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	54	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.209	0	0	0	0	0	27	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	192	0	0	82	0	0	0	0	0	78	0	0	0
ASV.210	0	0	99	0	211	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
ASV.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0
ASV.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	21	54	0	0	0	0	0	155	0	0	0	0	0	179	31	0
ASV.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	235	87	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	101
ASV.215	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV.216	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	16	149	0	0	0	0	0	27	26	0	0	0	0	0	54	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
ASV.218	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.222	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.223	0	0	0	0	0	39	0	0	0	0	0	46	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	44	0	56	0	0	0	19	0	0	0	0	0	0	0	0	85	86	0	0	0	0	34	0	0	0
ASV.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.230	0	0	18	0	118	0	42	0	0	0	10	0	0	0	0	0	0	65	0	0	65	0	0	28	11	56	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
ASV.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.233	0	193	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.237	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	73	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.243	0	0	0	0	0	116	0	0	0	0	15	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0
ASV.250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0
ASV.253	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.254	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	235	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV.256	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0
ASV.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	317	0	0	0	0	0	0
ASV.265	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	71	0	0	0	0	0	0	0	0	8	18	74	0	0	59	0	0	0	0	0	0	27	0	0	16	0	0	0	0	0	71	0	0	0
ASV.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	61	0	79	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	115	0	0	0
ASV.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	95	0	0	0	0	0	0
ASV.274	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.276	0	0	0	0	0	7	39	0	0	97	41	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV.277	0	0	0	0	0	23	0	0	0	0	122	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.280	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.284	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	1	8	77	40	0	0	0	0	0	0	0	0	21	0	26	0	0	0	0	19	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	6
ASV.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0
ASV.288	0	0	0	0	76	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	18	75	0	0	0	2	0	0	0	0	0	0	0	24	42	0	0	0	0	0	36	0	0	0	0	11	0	0	19	0	0
ASV.290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	44	0	0	0	0	0	0	0	12	0	0	0	0	0	99	0	0	0	0	0	0	163	0	0	0	0	0	0
ASV.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.294	0	0	0	0	55	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	32	29	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.295	0	0	0	0	0	25	0	0	0	63	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	57	0	0	0	0	0	77	0	0	0	0	21	0	0	0	25	0	0	0
ASV.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	233
ASV.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	56	0	0	0
ASV.306	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	69	38	0	0	0	0	0	0	62	0	0	0	0	0	0	79	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.310	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	228	0	0	0	0	0	0
ASV.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0
ASV.315	0	0	0	0	0	33	0	0	0	0	20	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	44	18	64	0	0	0	10	0	0	0	0	0	35	0	0	47	0	0	0	0	0	26	0	0	0
ASV.317	0	0	0	13	84	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	24	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0
ASV.319	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.321	0	0	0	0	0	15	0	0	0	0	28	0	0	0	0	0	0	0	0	27	0	13	0	0	0	0	0	0	0	0	0	0	21	0	0	0	8	0	0	0	0	0	20	29	0	0	0	48	11	85	0	0	0	0	0	0
ASV.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV.323	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.324	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.325	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.328	0	0	0	0	121	0	0	0	0	0	0	125	0	0	0	0	0	15	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.332	98	0	0	0	0	0	0	98	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.333	0	35	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ASV.337	0	0	0	0	0	78	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	58	0	0	0	0	0	0	0	0	27	0	0	0	0	0	40	0	0	0
ASV.341	0	0	0	0	53	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0	13	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	30	0	0	18	58	0
ASV.344	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
