ids1	ids2
AUID.14217	AUID.38035
AUID.14218	AUID.38036
AUID.14219	AUID.38037
AUID.14221	AUID.38039
AUID.14222	AUID.38040
AUID.14223	AUID.38041
AUID.14224	AUID.38047
AUID.14226	AUID.38056
AUID.14227	AUID.38058
AUID.14228	AUID.38065
AUID.14229	AUID.38070
AUID.14230	AUID.38073
AUID.14231	AUID.38074
AUID.14232	AUID.38077
AUID.14233	AUID.38078
AUID.14234	AUID.38079
AUID.14235	AUID.38083
AUID.14236	AUID.38084
AUID.14237	AUID.38086
AUID.14238	AUID.38091
AUID.14239	AUID.38097
AUID.14240	AUID.38101
AUID.14241	AUID.38105
AUID.14242	AUID.38108
AUID.14243	AUID.38110
AUID.14244	AUID.38115
AUID.14245	AUID.38117
AUID.14246	AUID.38118
AUID.14247	AUID.38119
AUID.14248	AUID.38122
AUID.14249	AUID.38124
AUID.14250	AUID.38125
AUID.14251	AUID.38127
AUID.14252	AUID.38129
AUID.14253	AUID.38138
AUID.14254	AUID.38146
AUID.14255	AUID.38152
AUID.14256	AUID.38161
AUID.14257	AUID.38166
AUID.14258	AUID.38168
AUID.14259	AUID.38171
AUID.14261	AUID.38187
AUID.14262	AUID.38193
AUID.14265	AUID.38204
AUID.14266	AUID.38206
AUID.14267	AUID.38207
AUID.14268	AUID.38209
AUID.14269	AUID.38210
AUID.14270	AUID.38211
AUID.14271	AUID.38212
AUID.14272	AUID.38213
AUID.14273	AUID.38215
AUID.14274	AUID.38218
AUID.14275	AUID.38219
AUID.14276	AUID.38223
AUID.14277	AUID.38225
AUID.14278	AUID.38226
AUID.14279	AUID.38227
AUID.14280	AUID.38228
AUID.14281	AUID.38229
AUID.14282	AUID.38230
AUID.14283	AUID.38232
AUID.14284	AUID.38233
AUID.14286	AUID.38235
AUID.14287	AUID.38236
AUID.14288	AUID.38237
AUID.14289	AUID.38244
AUID.14290	AUID.38246
AUID.14291	AUID.38252
AUID.14293	AUID.38258
AUID.14294	AUID.38260
AUID.14295	AUID.38263
AUID.14296	AUID.38265
AUID.14297	AUID.38273
AUID.14298	AUID.38279
AUID.14299	AUID.38280
AUID.14301	AUID.38283
AUID.14302	AUID.38287
AUID.14303	AUID.38289
AUID.14304	AUID.38290
AUID.14305	AUID.38291
AUID.14306	AUID.38293
AUID.14307	AUID.38294
AUID.14308	AUID.38297
AUID.14309	AUID.38301
AUID.14310	AUID.38302
AUID.14311	AUID.38310
AUID.14312	AUID.38317
AUID.14313	AUID.38326
AUID.14314	AUID.38329
AUID.14316	AUID.38333
AUID.14320	AUID.38344
AUID.14321	AUID.38351
AUID.14322	AUID.38360
AUID.14323	AUID.38366
AUID.14324	AUID.38367
AUID.14325	AUID.38368
AUID.14326	AUID.38372
AUID.14327	AUID.38374
AUID.14328	AUID.38375
AUID.14329	AUID.38376
AUID.14330	AUID.38377
AUID.14331	AUID.38379
AUID.14332	AUID.38381
AUID.14333	AUID.38382
AUID.14334	AUID.38383
AUID.14335	AUID.38385
AUID.14336	AUID.10226
AUID.14337	AUID.38386
AUID.14338	AUID.38387
AUID.14339	AUID.38389
AUID.14340	AUID.38390
AUID.14341	AUID.38391
AUID.14343	AUID.38393
AUID.14344	AUID.38394
AUID.14345	AUID.38395
AUID.14346	AUID.38396
AUID.14347	AUID.38398
AUID.14348	AUID.38399
AUID.14350	AUID.38401
AUID.14351	AUID.38402
AUID.14352	AUID.38406
AUID.14354	AUID.38410
AUID.14358	AUID.38419
AUID.14359	AUID.38420
AUID.14360	AUID.38421
AUID.14361	AUID.38422
AUID.14362	AUID.38423
AUID.14363	AUID.38424
AUID.14364	AUID.38426
AUID.14365	AUID.38427
AUID.14366	AUID.38430
AUID.14367	AUID.38431
AUID.14368	AUID.38432
AUID.14369	AUID.38433
AUID.14370	AUID.38435
AUID.14371	AUID.38437
AUID.14372	AUID.38438
AUID.14373	AUID.38439
AUID.14374	AUID.38441
AUID.14375	AUID.38442
AUID.14376	AUID.38445
AUID.14377	AUID.38446
AUID.14379	AUID.38448
AUID.14380	AUID.38450
AUID.14382	AUID.38452
AUID.14383	AUID.38453
AUID.14384	AUID.38454
AUID.14385	AUID.38455
AUID.14386	AUID.38456
AUID.14387	AUID.38457
AUID.14388	AUID.38460
AUID.14389	AUID.38461
AUID.14390	AUID.38462
AUID.14392	AUID.38464
AUID.14393	AUID.38465
AUID.14394	AUID.38466
AUID.14395	AUID.38467
AUID.14396	AUID.38468
AUID.14397	AUID.38469
AUID.14398	AUID.38470
AUID.14399	AUID.38471
AUID.14400	AUID.38472
AUID.14401	AUID.38473
AUID.14402	AUID.38474
AUID.14404	AUID.38476
AUID.14405	AUID.38482
AUID.14406	AUID.38486
AUID.14407	AUID.38489
AUID.14408	AUID.38494
AUID.14409	AUID.38496
AUID.14410	AUID.38500
AUID.14411	AUID.38502
AUID.14412	AUID.38505
AUID.14413	AUID.38509
AUID.14414	AUID.38512
AUID.14415	AUID.38517
AUID.14416	AUID.38523
AUID.14417	AUID.38526
AUID.14418	AUID.38532
AUID.14419	AUID.38540
AUID.14420	AUID.38546
AUID.14421	AUID.38554
AUID.14422	AUID.38559
AUID.14423	AUID.38565
AUID.14424	AUID.38570
AUID.14426	AUID.38592
AUID.14427	AUID.38603
AUID.14428	AUID.38610
AUID.14429	AUID.38617
AUID.14432	AUID.38620
AUID.14433	AUID.38621
AUID.14434	AUID.38623
AUID.14435	AUID.38631
AUID.14436	AUID.38632
AUID.14437	AUID.38633
AUID.14438	AUID.38634
AUID.14439	AUID.38635
AUID.14440	AUID.38636
AUID.14441	AUID.38638
AUID.14442	AUID.38644
AUID.14443	AUID.38651
AUID.14444	AUID.38657
AUID.14445	AUID.38662
AUID.14446	AUID.38667
AUID.14448	AUID.38693
AUID.14449	AUID.38704
AUID.14450	AUID.38708
AUID.14451	AUID.38709
AUID.14452	AUID.38713
AUID.14454	AUID.38718
AUID.14455	AUID.38721
AUID.14459	AUID.38759
AUID.14460	AUID.38767
AUID.14462	AUID.38780
AUID.14463	AUID.38789
AUID.14464	AUID.38793
AUID.14466	AUID.38804
AUID.14469	AUID.38839
AUID.14470	AUID.38845
AUID.14471	AUID.38851
AUID.14472	AUID.38858
AUID.14474	AUID.38874
AUID.14476	AUID.38884
AUID.14477	AUID.38885
AUID.14478	AUID.38893
AUID.14479	AUID.38898
AUID.14481	AUID.38908
AUID.14482	AUID.38917
AUID.14483	AUID.38927
AUID.14484	AUID.38935
AUID.14485	AUID.38944
AUID.14486	AUID.38951
AUID.14487	AUID.38953
AUID.14488	AUID.38964
AUID.14489	AUID.38973
AUID.14490	AUID.38982
AUID.14492	AUID.38990
AUID.14493	AUID.38996
AUID.14494	AUID.39005
AUID.14495	AUID.39009
AUID.14496	AUID.39015
AUID.14497	AUID.39023
AUID.14498	AUID.39035
AUID.14499	AUID.39041
AUID.14500	AUID.39046
AUID.14501	AUID.39055
AUID.14502	AUID.39061
AUID.14503	AUID.39067
AUID.14504	AUID.39071
AUID.14505	AUID.39078
AUID.14506	AUID.39085
AUID.14507	AUID.39094
AUID.14508	AUID.39100
AUID.14509	AUID.39101
AUID.14510	AUID.39104
AUID.14511	AUID.39111
AUID.14512	AUID.39118
AUID.14513	AUID.39124
AUID.14514	AUID.39131
AUID.14515	AUID.39140
AUID.14516	AUID.39151
AUID.14517	AUID.39164
AUID.14518	AUID.39168
AUID.14519	AUID.39195
AUID.14520	AUID.39201
AUID.14521	AUID.39202
AUID.14522	AUID.39205
AUID.14524	AUID.39210
AUID.14526	AUID.39212
AUID.14527	AUID.39218
AUID.14528	AUID.39227
AUID.14531	AUID.39235
AUID.14533	AUID.39240
AUID.14535	AUID.39263
AUID.14536	AUID.39270
AUID.14537	AUID.39274
AUID.14538	AUID.39279
AUID.14539	AUID.39290
AUID.14540	AUID.39298
AUID.14541	AUID.39304
AUID.14542	AUID.39311
AUID.14543	AUID.39317
AUID.14544	AUID.39331
AUID.14547	AUID.39362
AUID.14550	AUID.39391
AUID.14551	AUID.39400
AUID.14552	AUID.39410
AUID.14553	AUID.39419
AUID.14554	AUID.39423
AUID.14555	AUID.39427
AUID.14556	AUID.39435
AUID.14557	AUID.39451
AUID.14558	AUID.39469
AUID.14559	AUID.39476
AUID.14560	AUID.39485
AUID.14561	AUID.39492
AUID.14562	AUID.39502
AUID.14563	AUID.39513
AUID.14564	AUID.39524
AUID.14565	AUID.39530
AUID.14569	AUID.39560
AUID.14570	AUID.39566
AUID.14571	AUID.39573
AUID.14572	AUID.39580
AUID.14573	AUID.39586
AUID.14574	AUID.39599
AUID.14575	AUID.39614
AUID.14578	AUID.39637
AUID.14579	AUID.39647
AUID.14580	AUID.39655
AUID.14581	AUID.39662
AUID.14582	AUID.39672
AUID.14583	AUID.39678
AUID.14584	AUID.39686
AUID.14585	AUID.39698
AUID.14586	AUID.39706
AUID.14587	AUID.39721
AUID.14588	AUID.39730
AUID.14589	AUID.39738
AUID.14590	AUID.39747
AUID.14591	AUID.39757
AUID.14592	AUID.39766
AUID.14593	AUID.39773
AUID.14594	AUID.39785
AUID.14595	AUID.39793
AUID.14596	AUID.39802
AUID.14597	AUID.39812
AUID.14598	AUID.39831
AUID.14599	AUID.39839
AUID.14600	AUID.39848
AUID.14601	AUID.39857
AUID.14602	AUID.39867
AUID.14604	AUID.39871
AUID.14606	AUID.39878
AUID.14608	AUID.39887
AUID.14609	AUID.39891
AUID.14610	AUID.39895
AUID.14611	AUID.39901
AUID.14612	AUID.39905
AUID.14613	AUID.39913
AUID.14614	AUID.39923
AUID.14615	AUID.39931
AUID.14616	AUID.39934
AUID.14617	AUID.39944
AUID.14618	AUID.39951
AUID.14619	AUID.39957
AUID.14620	AUID.39966
AUID.14621	AUID.39972
AUID.14623	AUID.40026
AUID.14624	AUID.40034
AUID.14625	AUID.10228
AUID.14626	AUID.40048
AUID.14627	AUID.40057
AUID.14628	AUID.40067
AUID.14629	AUID.40071
AUID.14630	AUID.40075
AUID.14631	AUID.40080
AUID.14632	AUID.40082
AUID.14633	AUID.40084
AUID.14635	AUID.40109
AUID.14636	AUID.40126
AUID.14637	AUID.40133
AUID.14638	AUID.40148
AUID.14640	AUID.40175
AUID.14641	AUID.40185
AUID.14642	AUID.40194
AUID.14643	AUID.40199
AUID.14644	AUID.40208
AUID.14646	AUID.40211
AUID.14647	AUID.40212
AUID.14648	AUID.40213
AUID.14649	AUID.40215
AUID.14650	AUID.40217
AUID.14651	AUID.40218
AUID.14652	AUID.40220
AUID.14653	AUID.40223
AUID.14654	AUID.40224
AUID.14655	AUID.40225
AUID.14656	AUID.40227
AUID.14658	AUID.40235
AUID.14659	AUID.40237
AUID.14661	AUID.40241
AUID.14662	AUID.40242
AUID.14663	AUID.40244
AUID.14665	AUID.40248
AUID.14666	AUID.40251
AUID.14668	AUID.40256
AUID.14669	AUID.40258
AUID.14670	AUID.40261
AUID.14671	AUID.40265
AUID.14672	AUID.40268
AUID.14673	AUID.40273
AUID.14675	AUID.40284
AUID.14676	AUID.40286
AUID.14677	AUID.40288
AUID.14680	AUID.40296
AUID.14681	AUID.40297
AUID.14682	AUID.40301
AUID.14683	AUID.40302
AUID.14684	AUID.40304
AUID.14685	AUID.40305
AUID.14686	AUID.40306
AUID.14687	AUID.40308
AUID.14688	AUID.40310
AUID.14689	AUID.40312
AUID.14690	AUID.40313
AUID.14692	AUID.40316
AUID.14693	AUID.40317
AUID.14694	AUID.40318
AUID.14695	AUID.40319
AUID.14696	AUID.40320
AUID.14697	AUID.40322
AUID.14698	AUID.40323
AUID.14699	AUID.40324
AUID.14700	AUID.40325
AUID.14701	AUID.40331
AUID.14702	AUID.40332
AUID.14703	AUID.40334
AUID.14704	AUID.40335
AUID.14705	AUID.40337
AUID.14706	AUID.40339
AUID.14707	AUID.40341
AUID.14708	AUID.40342
AUID.14710	AUID.40345
AUID.14711	AUID.40346
AUID.14712	AUID.40347
AUID.14713	AUID.40348
AUID.14715	AUID.40351
AUID.14716	AUID.40353
AUID.14718	AUID.40358
AUID.14719	AUID.40359
AUID.14720	AUID.40360
AUID.14721	AUID.40361
AUID.14722	AUID.40363
AUID.14724	AUID.40365
AUID.14725	AUID.40367
AUID.14726	AUID.40368
AUID.14727	AUID.40369
AUID.14728	AUID.40373
AUID.14729	AUID.40375
AUID.14730	AUID.40376
AUID.14731	AUID.40378
AUID.14732	AUID.40379
AUID.14733	AUID.40380
AUID.14734	AUID.40382
AUID.14738	AUID.40386
AUID.14739	AUID.40388
AUID.14740	AUID.40389
AUID.14741	AUID.40390
AUID.14742	AUID.40392
AUID.14744	AUID.40395
AUID.14745	AUID.40396
AUID.14746	AUID.40398
AUID.14748	AUID.40400
AUID.14750	AUID.40402
AUID.14751	AUID.40403
AUID.14752	AUID.40404
AUID.14753	AUID.40406
AUID.14755	AUID.40408
AUID.14756	AUID.40409
AUID.14758	AUID.40411
AUID.14760	AUID.40413
AUID.14761	AUID.40420
AUID.14762	AUID.40421
AUID.14763	AUID.40423
AUID.14764	AUID.40424
AUID.14765	AUID.40428
AUID.14766	AUID.40431
AUID.14767	AUID.40434
AUID.14768	AUID.40435
AUID.14769	AUID.40438
AUID.14770	AUID.40440
AUID.14771	AUID.40441
AUID.14773	AUID.40445
AUID.14774	AUID.40446
AUID.14775	AUID.40447
AUID.14776	AUID.40448
AUID.14777	AUID.40449
AUID.14778	AUID.40451
AUID.14779	AUID.40455
AUID.14781	AUID.40458
AUID.14782	AUID.40459
AUID.14784	AUID.40462
AUID.14786	AUID.40467
AUID.14787	AUID.40475
AUID.14790	AUID.40484
AUID.14793	AUID.40489
AUID.14794	AUID.40494
AUID.14796	AUID.40498
AUID.14797	AUID.40500
AUID.14798	AUID.40502
AUID.14799	AUID.40503
AUID.14800	AUID.40505
AUID.14801	AUID.40508
AUID.14802	AUID.40509
AUID.14803	AUID.40510
AUID.14804	AUID.40511
AUID.14805	AUID.40512
AUID.14806	AUID.40514
AUID.14807	AUID.40515
AUID.14808	AUID.40516
AUID.14809	AUID.40519
AUID.14811	AUID.40524
AUID.14812	AUID.40528
AUID.14813	AUID.40530
AUID.14814	AUID.40531
AUID.14817	AUID.40536
AUID.14818	AUID.40538
AUID.14819	AUID.40540
AUID.14820	AUID.40541
AUID.14822	AUID.40546
AUID.14823	AUID.40549
AUID.14825	AUID.40552
AUID.14826	AUID.40554
AUID.14827	AUID.40558
AUID.14829	AUID.40562
AUID.14830	AUID.40568
AUID.14832	AUID.40576
AUID.14833	AUID.40579
AUID.14835	AUID.40583
AUID.14836	AUID.40584
AUID.14837	AUID.40585
AUID.14838	AUID.40586
AUID.14839	AUID.40587
AUID.14840	AUID.40589
AUID.14841	AUID.40590
AUID.14842	AUID.40593
AUID.14843	AUID.40594
AUID.14846	AUID.40600
AUID.14847	AUID.40603
AUID.14848	AUID.40604
AUID.14849	AUID.40606
AUID.14850	AUID.40608
AUID.14851	AUID.40610
AUID.14852	AUID.40611
AUID.14853	AUID.40612
AUID.14854	AUID.40613
AUID.14857	AUID.40617
AUID.14858	AUID.40618
AUID.14859	AUID.40619
AUID.14862	AUID.40621
AUID.14863	AUID.40622
AUID.14864	AUID.40623
AUID.14865	AUID.40624
AUID.14866	AUID.40625
AUID.14868	AUID.40629
AUID.14869	AUID.40630
AUID.14870	AUID.40631
AUID.14871	AUID.40632
AUID.14872	AUID.40633
AUID.14874	AUID.40636
AUID.14875	AUID.40637
AUID.14878	AUID.40642
AUID.14880	AUID.40643
AUID.14881	AUID.40645
AUID.14882	AUID.40647
AUID.14883	AUID.40649
AUID.14884	AUID.40650
AUID.14886	AUID.40653
AUID.14887	AUID.40654
AUID.14888	AUID.40656
AUID.14891	AUID.40660
AUID.14892	AUID.40662
AUID.14893	AUID.40664
AUID.14894	AUID.40665
AUID.14895	AUID.40666
AUID.14896	AUID.40667
AUID.14897	AUID.40670
AUID.14898	AUID.40671
AUID.14899	AUID.40672
AUID.14900	AUID.40673
AUID.14901	AUID.40674
AUID.14902	AUID.40675
AUID.14905	AUID.40680
AUID.14907	AUID.40682
AUID.14909	AUID.40684
AUID.14910	AUID.40687
AUID.14911	AUID.40689
AUID.14912	AUID.40690
AUID.14913	AUID.40691
AUID.14914	AUID.40694
AUID.14915	AUID.40695
AUID.14916	AUID.40697
AUID.14917	AUID.40699
AUID.14918	AUID.40700
AUID.14919	AUID.40701
AUID.14920	AUID.40703
AUID.14921	AUID.40704
AUID.14922	AUID.40706
AUID.14924	AUID.40708
AUID.14927	AUID.40711
AUID.14930	AUID.40714
AUID.14931	AUID.40717
AUID.14932	AUID.40718
AUID.14934	AUID.40720
AUID.14935	AUID.40721
AUID.14936	AUID.40722
AUID.14937	AUID.40723
AUID.14938	AUID.40725
AUID.14939	AUID.40726
AUID.14940	AUID.40727
AUID.14942	AUID.40730
AUID.14944	AUID.40733
AUID.14945	AUID.40734
AUID.14946	AUID.40736
AUID.14948	AUID.40738
AUID.14949	AUID.40739
AUID.14950	AUID.40741
AUID.14951	AUID.40742
AUID.14952	AUID.40743
AUID.14953	AUID.40744
AUID.14954	AUID.40745
AUID.14955	AUID.40746
AUID.14956	AUID.40747
AUID.14957	AUID.40750
AUID.14959	AUID.40752
AUID.14960	AUID.40753
AUID.14962	AUID.40756
AUID.14963	AUID.40761
AUID.14964	AUID.40762
AUID.14966	AUID.40764
AUID.14967	AUID.40765
AUID.14968	AUID.40766
AUID.14969	AUID.40767
AUID.14971	AUID.40769
AUID.14972	AUID.40771
AUID.14973	AUID.40772
AUID.14974	AUID.40774
AUID.14975	AUID.40775
AUID.14976	AUID.40776
AUID.14977	AUID.40777
AUID.14978	AUID.40779
AUID.14979	AUID.40780
AUID.14980	AUID.40781
AUID.14981	AUID.40783
AUID.14982	AUID.40784
AUID.14983	AUID.40786
AUID.14984	AUID.40787
AUID.14985	AUID.40788
AUID.14986	AUID.40789
AUID.14987	AUID.40790
AUID.14988	AUID.40791
AUID.14989	AUID.40792
AUID.14991	AUID.40794
AUID.14993	AUID.40796
AUID.14994	AUID.40798
AUID.14996	AUID.40800
AUID.14997	AUID.40801
AUID.14998	AUID.40802
AUID.14999	AUID.40803
AUID.15000	AUID.40805
AUID.15001	AUID.40806
AUID.15002	AUID.40807
AUID.15003	AUID.40808
AUID.15004	AUID.40810
AUID.15007	AUID.40817
AUID.15008	AUID.40818
AUID.15009	AUID.40819
AUID.15010	AUID.40820
AUID.15011	AUID.40821
AUID.15012	AUID.40822
AUID.15013	AUID.40823
AUID.15014	AUID.40824
AUID.15015	AUID.40825
AUID.15016	AUID.40826
AUID.15017	AUID.40828
AUID.15018	AUID.40829
AUID.15019	AUID.40830
AUID.15020	AUID.40831
AUID.15021	AUID.40833
AUID.15022	AUID.40834
AUID.15023	AUID.40835
AUID.15024	AUID.40837
AUID.15025	AUID.40838
AUID.15028	AUID.40841
AUID.15029	AUID.40842
AUID.15030	AUID.40845
AUID.15031	AUID.40846
AUID.15032	AUID.40847
AUID.15033	AUID.40848
AUID.15034	AUID.40849
AUID.15035	AUID.40850
AUID.15037	AUID.40852
AUID.15041	AUID.40858
AUID.15042	AUID.40859
AUID.15044	AUID.40861
AUID.15045	AUID.40862
AUID.15046	AUID.40863
AUID.15047	AUID.40864
AUID.15052	AUID.40870
AUID.15053	AUID.40871
AUID.15054	AUID.40872
AUID.15056	AUID.40874
AUID.15057	AUID.40875
AUID.15058	AUID.40876
AUID.15059	AUID.40878
AUID.15060	AUID.40880
AUID.15061	AUID.40881
AUID.15063	AUID.40883
AUID.15064	AUID.40884
AUID.15066	AUID.40886
AUID.15067	AUID.40888
AUID.15068	AUID.40890
AUID.15069	AUID.40895
AUID.15072	AUID.40898
AUID.15073	AUID.40899
AUID.15074	AUID.40900
AUID.15075	AUID.40903
AUID.15080	AUID.40908
AUID.15081	AUID.40909
AUID.15082	AUID.40911
AUID.15083	AUID.40912
AUID.15084	AUID.40914
AUID.15085	AUID.40917
AUID.15086	AUID.40918
AUID.15087	AUID.40920
AUID.15088	AUID.40922
AUID.15089	AUID.40924
AUID.15090	AUID.40928
AUID.15091	AUID.40933
AUID.15092	AUID.40937
AUID.15093	AUID.40939
AUID.15094	AUID.40940
AUID.15095	AUID.40945
AUID.15096	AUID.40946
AUID.15098	AUID.40950
AUID.15099	AUID.40951
AUID.15101	AUID.40954
AUID.15102	AUID.40955
AUID.15103	AUID.40956
AUID.15104	AUID.40957
AUID.15105	AUID.40958
AUID.15106	AUID.40960
AUID.15108	AUID.40962
AUID.15110	AUID.40965
AUID.15111	AUID.40967
AUID.15112	AUID.40968
AUID.15113	AUID.40971
AUID.15114	AUID.40972
AUID.15118	AUID.40979
AUID.15119	AUID.40980
AUID.15120	AUID.40981
AUID.15121	AUID.40982
AUID.15122	AUID.40983
AUID.15123	AUID.40984
AUID.15124	AUID.40985
AUID.15125	AUID.40986
AUID.15126	AUID.40988
AUID.15127	AUID.40990
AUID.15129	AUID.40995
AUID.15130	AUID.40999
AUID.15132	AUID.41003
AUID.15133	AUID.41006
AUID.15136	AUID.41013
AUID.15137	AUID.41015
AUID.15138	AUID.41020
AUID.15139	AUID.41022
AUID.15140	AUID.41027
AUID.15141	AUID.41032
AUID.15142	AUID.41034
AUID.15143	AUID.41035
AUID.15144	AUID.41036
AUID.15146	AUID.41041
AUID.15147	AUID.41045
AUID.15148	AUID.41047
AUID.15149	AUID.41050
AUID.15150	AUID.41053
AUID.15151	AUID.41055
AUID.15152	AUID.41058
AUID.15153	AUID.41059
AUID.15154	AUID.41063
AUID.15155	AUID.41068
AUID.15157	AUID.41074
AUID.15159	AUID.41080
AUID.15161	AUID.41083
AUID.15162	AUID.41084
AUID.15166	AUID.41088
AUID.15167	AUID.41090
AUID.15168	AUID.41092
AUID.15169	AUID.41100
AUID.15170	AUID.41101
AUID.15171	AUID.41103
AUID.15172	AUID.41105
AUID.15174	AUID.41109
AUID.15178	AUID.41119
AUID.15180	AUID.41121
AUID.15181	AUID.41123
AUID.15183	AUID.41126
AUID.15184	AUID.41127
AUID.15185	AUID.41128
AUID.15186	AUID.41129
AUID.15187	AUID.41130
AUID.15188	AUID.41131
AUID.15189	AUID.41132
AUID.15190	AUID.41133
AUID.15193	AUID.41140
AUID.15194	AUID.41141
AUID.15195	AUID.41142
AUID.15196	AUID.41143
AUID.15197	AUID.41146
AUID.15198	AUID.41149
AUID.15199	AUID.41150
AUID.15201	AUID.41152
AUID.15202	AUID.41153
AUID.15203	AUID.41155
AUID.15206	AUID.41158
AUID.15207	AUID.41160
AUID.15208	AUID.41161
AUID.15211	AUID.41164
AUID.15212	AUID.41165
AUID.15214	AUID.41170
AUID.15215	AUID.41172
AUID.15216	AUID.41174
AUID.15217	AUID.41175
AUID.15218	AUID.41177
AUID.15219	AUID.41179
AUID.15221	AUID.41185
AUID.15222	AUID.10232
AUID.15223	AUID.41190
AUID.15224	AUID.41193
AUID.15225	AUID.41197
AUID.15226	AUID.41204
AUID.15227	AUID.41207
AUID.15228	AUID.41209
AUID.15229	AUID.41213
AUID.15230	AUID.41214
AUID.15231	AUID.41217
AUID.15232	AUID.41221
AUID.15233	AUID.41223
AUID.15234	AUID.41226
AUID.15235	AUID.41237
AUID.15236	AUID.41240
AUID.15237	AUID.41245
AUID.15241	AUID.41259
AUID.15242	AUID.41262
AUID.15244	AUID.41269
AUID.15245	AUID.41272
AUID.15246	AUID.41278
AUID.15249	AUID.41294
AUID.15252	AUID.41300
AUID.15253	AUID.41301
AUID.15254	AUID.41303
AUID.15255	AUID.41308
AUID.15256	AUID.41310
AUID.15257	AUID.41313
AUID.15258	AUID.41318
AUID.15259	AUID.41321
AUID.15260	AUID.41322
AUID.15263	AUID.41331
AUID.15265	AUID.41336
AUID.15266	AUID.41340
AUID.15268	AUID.41349
AUID.15269	AUID.41350
AUID.15270	AUID.41353
AUID.15271	AUID.41357
AUID.15272	AUID.41363
AUID.15273	AUID.41365
AUID.15274	AUID.41368
AUID.15275	AUID.41370
AUID.15276	AUID.41375
AUID.15277	AUID.41380
AUID.15279	AUID.41384
AUID.15280	AUID.41390
AUID.15282	AUID.41397
AUID.15283	AUID.41400
AUID.15285	AUID.41407
AUID.15286	AUID.41414
AUID.15287	AUID.41424
AUID.15288	AUID.41428
AUID.15289	AUID.41433
AUID.15292	AUID.41436
AUID.15294	AUID.41438
AUID.15295	AUID.41439
AUID.15296	AUID.41440
AUID.15297	AUID.41441
AUID.15298	AUID.41442
AUID.15299	AUID.41443
AUID.15300	AUID.41444
AUID.15302	AUID.41446
AUID.15303	AUID.41447
AUID.15304	AUID.41448
AUID.15305	AUID.41449
AUID.15306	AUID.41450
AUID.15308	AUID.41452
AUID.15309	AUID.41453
AUID.15310	AUID.41454
AUID.15311	AUID.41455
AUID.15312	AUID.41457
AUID.15313	AUID.41458
AUID.15314	AUID.41459
AUID.15315	AUID.41460
AUID.15316	AUID.41461
AUID.15317	AUID.41462
AUID.15318	AUID.41463
AUID.15319	AUID.41464
AUID.15321	AUID.41467
AUID.15322	AUID.41468
AUID.15323	AUID.41469
AUID.15325	AUID.41472
AUID.15326	AUID.41473
AUID.15327	AUID.41474
AUID.15328	AUID.41475
AUID.15329	AUID.41476
AUID.15330	AUID.41477
AUID.15331	AUID.41478
AUID.15332	AUID.41479
AUID.15333	AUID.41480
AUID.15338	AUID.41486
AUID.15341	AUID.41490
AUID.15343	AUID.41492
AUID.15344	AUID.41493
AUID.15348	AUID.41498
AUID.15350	AUID.41500
AUID.15352	AUID.41502
AUID.15353	AUID.41503
AUID.15354	AUID.41504
AUID.15355	AUID.41505
AUID.15356	AUID.41508
AUID.15357	AUID.41509
AUID.15358	AUID.41510
AUID.15361	AUID.41513
AUID.15363	AUID.41516
AUID.15364	AUID.41517
AUID.15365	AUID.41518
AUID.15366	AUID.41519
AUID.15367	AUID.41520
AUID.15368	AUID.41521
AUID.15370	AUID.41524
AUID.15371	AUID.41525
AUID.15374	AUID.41528
AUID.15376	AUID.41530
AUID.15377	AUID.41531
AUID.15379	AUID.41534
AUID.15380	AUID.41535
AUID.15382	AUID.41537
AUID.15383	AUID.41538
AUID.15384	AUID.41539
AUID.15385	AUID.41540
AUID.15386	AUID.41541
AUID.15388	AUID.41544
AUID.15390	AUID.41546
AUID.15393	AUID.41548
AUID.15394	AUID.41549
AUID.15395	AUID.41550
AUID.15396	AUID.41551
AUID.15397	AUID.41552
AUID.15398	AUID.41554
AUID.15399	AUID.41555
AUID.15402	AUID.41558
AUID.15403	AUID.41559
AUID.15404	AUID.41560
AUID.15405	AUID.41561
AUID.15408	AUID.41565
AUID.15409	AUID.41566
AUID.15410	AUID.41567
AUID.15411	AUID.41568
AUID.15412	AUID.41569
AUID.15413	AUID.41570
AUID.15415	AUID.41572
AUID.15416	AUID.41574
AUID.15418	AUID.41576
AUID.15419	AUID.41577
AUID.15420	AUID.41578
AUID.15421	AUID.41579
AUID.15424	AUID.41583
AUID.15425	AUID.41584
AUID.15426	AUID.41585
AUID.15427	AUID.41586
AUID.15428	AUID.41587
AUID.15430	AUID.41589
AUID.15431	AUID.41590
AUID.15432	AUID.41591
AUID.15433	AUID.41592
AUID.15434	AUID.41593
AUID.15435	AUID.41594
AUID.15436	AUID.41595
AUID.15438	AUID.41598
AUID.15439	AUID.41599
AUID.15440	AUID.41600
AUID.15441	AUID.41601
AUID.15442	AUID.41602
AUID.15444	AUID.41604
AUID.15445	AUID.41605
AUID.15446	AUID.41606
AUID.15447	AUID.41608
AUID.15448	AUID.41609
AUID.15449	AUID.41610
AUID.15451	AUID.41612
AUID.15452	AUID.41613
AUID.15457	AUID.41619
AUID.15458	AUID.41620
AUID.15459	AUID.41621
AUID.15460	AUID.41622
AUID.15461	AUID.41623
AUID.15463	AUID.41625
AUID.15465	AUID.41628
AUID.15468	AUID.41631
AUID.15469	AUID.41632
