AUID_updt	AUID_OLD
AUID.44009	AUID.10995
AUID.23094	AUID.29724
AUID.18223	AUID.25416
AUID.44150	AUID.17721
AUID.16929	AUID.11788
AUID.38230	AUID.14282
AUID.43268	AUID.16929
AUID.10247	AUID.17302
AUID.13631	AUID.11435
AUID.43133	AUID.10908
AUID.38012	AUID.14203
AUID.28807	AUID.13022
AUID.25330	AUID.12655
AUID.12110	AUID.19996
AUID.21141	AUID.12231
AUID.43127	AUID.16806
AUID.88938	AUID.87532
AUID.11453	AUID.11209
AUID.21528	AUID.12260
AUID.87556	AUID.86959
AUID.43599	AUID.17222
AUID.18493	AUID.25653
AUID.39678	AUID.14583
AUID.42205	AUID.15981
AUID.40961	AUID.15107
AUID.14638	AUID.22232
AUID.31876	AUID.13375
AUID.12344	AUID.11302
AUID.35758	AUID.13925
AUID.41669	AUID.15502
AUID.44346	AUID.17894
AUID.33569	AUID.10548
AUID.23598	AUID.12467
AUID.43596	AUID.17219
AUID.11930	AUID.19837
AUID.28806	AUID.10479
AUID.88308	AUID.87008
AUID.24055	AUID.30574
AUID.12253	AUID.11293
AUID.90056	AUID.86401
AUID.34430	AUID.13697
AUID.41660	AUID.15494
AUID.13593	AUID.21309
AUID.13305	AUID.21054
AUID.96971	AUID.96793
AUID.18777	AUID.25900
AUID.12258	AUID.20126
AUID.44662	AUID.18171
AUID.10212	AUID.13005
AUID.29276	AUID.10485
AUID.25247	AUID.12646
AUID.31656	AUID.13353
AUID.14510	AUID.11530
AUID.57935	AUID.56909
AUID.43981	AUID.17567
AUID.12804	AUID.20609
AUID.13547	AUID.21271
AUID.17934	AUID.25154
AUID.11709	AUID.19639
AUID.20002	AUID.26986
AUID.20403	AUID.12152
AUID.40447	AUID.14775
AUID.23887	AUID.30421
AUID.172513	AUID.172124
AUID.172519	AUID.172126
AUID.35347	AUID.13796
AUID.17333	AUID.24619
AUID.10926	AUID.18945
AUID.22806	AUID.29464
AUID.12695	AUID.20514
AUID.38402	AUID.14351
AUID.42712	AUID.16433
AUID.44069	AUID.17646
AUID.30659	AUID.10197
AUID.15255	AUID.10321
AUID.18759	AUID.11971
AUID.26658	AUID.10168
AUID.12768	AUID.20576
AUID.10927	AUID.18946
AUID.37106	AUID.14082
AUID.27049	AUID.10458
AUID.41726	AUID.10767
AUID.38712	AUID.10640
AUID.15254	AUID.10180
AUID.40311	AUID.10666
AUID.16406	AUID.11728
AUID.30800	AUID.13226
AUID.11612	AUID.19554
AUID.38226	AUID.14278
AUID.16261	AUID.23672
AUID.10996	AUID.19007
AUID.38033	AUID.10616
AUID.42176	AUID.10811
AUID.13527	AUID.21252
AUID.43178	AUID.16849
AUID.41265	AUID.10731
AUID.10169	AUID.18734
AUID.38421	AUID.14360
AUID.42426	AUID.16177
AUID.38457	AUID.14387
AUID.41490	AUID.15341
AUID.19722	AUID.12077
AUID.13184	AUID.11389
AUID.20150	AUID.12125
AUID.42544	AUID.16283
AUID.21969	AUID.12314
AUID.18729	AUID.11966
AUID.32585	AUID.13442
AUID.41880	AUID.15689
AUID.17438	AUID.11841
AUID.41861	AUID.15673
AUID.42510	AUID.16252
AUID.12902	AUID.20697
AUID.21160	AUID.12232
AUID.43866	AUID.17462
AUID.44209	AUID.17772
AUID.14150	AUID.21807
AUID.43062	AUID.16749
AUID.10178	AUID.21351
AUID.15507	AUID.23004
AUID.11246	AUID.19229
AUID.30443	AUID.13194
AUID.42227	AUID.16000
AUID.42890	AUID.16594
AUID.17728	AUID.24973
AUID.44049	AUID.17628
AUID.38461	AUID.14389
AUID.41495	AUID.15346
AUID.43749	AUID.17356
AUID.44118	AUID.11003
AUID.42905	AUID.16607
AUID.44256	AUID.11018
AUID.42427	AUID.16178
AUID.43226	AUID.10919
AUID.16045	AUID.11691
AUID.13243	AUID.21000
AUID.90823	AUID.86465
AUID.11697	AUID.11236
AUID.30132	AUID.13171
AUID.22704	AUID.12381
AUID.43957	AUID.17545
AUID.32887	AUID.10533
AUID.12447	AUID.11314
AUID.13751	AUID.21451
AUID.12630	AUID.20456
AUID.11772	AUID.19696
AUID.14114	AUID.21774
AUID.11518	AUID.11218
AUID.24212	AUID.10425
AUID.92058	AUID.86565
AUID.15698	AUID.23176
AUID.11030	AUID.19036
AUID.11593	AUID.19536
AUID.26406	AUID.12776
AUID.57722	AUID.56889
AUID.126224	AUID.98197
AUID.22986	AUID.29627
AUID.22224	AUID.28951
AUID.19317	AUID.12030
AUID.15682	AUID.23163
AUID.42261	AUID.16029
AUID.42743	AUID.10870
AUID.12207	AUID.20081
AUID.32751	AUID.13458
AUID.22654	AUID.12377
AUID.38056	AUID.14226
AUID.19575	AUID.12066
AUID.19309	AUID.12029
AUID.13724	AUID.21428
AUID.42762	AUID.10872
AUID.32992	AUID.13491
AUID.43356	AUID.17008
AUID.11463	AUID.11211
AUID.38388	AUID.10629
AUID.15823	AUID.11666
AUID.14960	AUID.11577
AUID.33386	AUID.13586
AUID.17219	AUID.11815
AUID.28050	AUID.12953
AUID.15941	AUID.11678
AUID.11490	AUID.10276
AUID.35091	AUID.13761
AUID.41672	AUID.10761
AUID.24373	AUID.12552
AUID.24030	AUID.12521
AUID.21891	AUID.12308
AUID.42200	AUID.15977
AUID.17759	AUID.11871
AUID.11931	AUID.19838
AUID.22783	AUID.12395
AUID.19731	AUID.12078
AUID.44726	AUID.11071
AUID.11087	AUID.11174
AUID.21218	AUID.12236
AUID.13552	AUID.21275
AUID.14187	AUID.11491
AUID.18386	AUID.11932
AUID.16791	AUID.11770
AUID.18742	AUID.11968
AUID.14072	AUID.21735
AUID.44173	AUID.17741
AUID.14483	AUID.22096
AUID.18026	AUID.25237
AUID.34623	AUID.13717
AUID.37712	AUID.14143
AUID.89171	AUID.87756
AUID.18442	AUID.25607
AUID.14485	AUID.22097
AUID.42758	AUID.16474
AUID.12633	AUID.20459
AUID.22048	AUID.28792
AUID.37798	AUID.14156
AUID.43841	AUID.17440
AUID.44846	AUID.18341
AUID.16300	AUID.23710
AUID.10626	AUID.18680
AUID.15380	AUID.11617
AUID.12950	AUID.20741
AUID.44089	AUID.17664
AUID.34370	AUID.13691
AUID.35738	AUID.13907
AUID.41084	AUID.15162
AUID.41944	AUID.15746
AUID.20821	AUID.27701
AUID.16590	AUID.23966
AUID.224	AUID.286
AUID.44732	AUID.18232
AUID.15742	AUID.10327
AUID.125	AUID.200
AUID.23936	AUID.30466
AUID.24666	AUID.31127
AUID.13188	AUID.20950
AUID.24814	AUID.12592
AUID.39545	AUID.14567
AUID.14002	AUID.21675
AUID.22337	AUID.29054
AUID.11109	AUID.19107
AUID.14603	AUID.11540
AUID.22353	AUID.29068
AUID.43231	AUID.16896
AUID.27510	AUID.10462
AUID.35382	AUID.13803
AUID.17589	AUID.11855
AUID.42718	AUID.16439
AUID.11116	AUID.19113
AUID.42849	AUID.16556
AUID.31503	AUID.13340
AUID.233	AUID.294
AUID.40889	AUID.10709
AUID.21838	AUID.12298
AUID.37095	AUID.10600
AUID.35759	AUID.13926
AUID.36945	AUID.14071
AUID.38231	AUID.10624
AUID.38020	AUID.10615
AUID.39035	AUID.14498
AUID.10228	AUID.14625
AUID.11896	AUID.10176
AUID.40748	AUID.10217
AUID.27615	AUID.12893
AUID.42971	AUID.16667
AUID.12774	AUID.11347
AUID.10185	AUID.11602
AUID.11244	AUID.11188
AUID.10187	AUID.11645
AUID.13459	AUID.11416
AUID.13726	AUID.11444
AUID.43319	AUID.10928
AUID.12898	AUID.11358
AUID.11546	AUID.11221
AUID.19680	AUID.12073
AUID.12534	AUID.20371
AUID.97509	AUID.96983
AUID.40907	AUID.15079
AUID.40974	AUID.15115
AUID.21265	AUID.28097
AUID.16881	AUID.24223
AUID.15545	AUID.23038
AUID.42478	AUID.16223
AUID.25628	AUID.31971
AUID.11650	AUID.19589
AUID.36092	AUID.40994
AUID.10969	AUID.18983
AUID.10352	AUID.18436
AUID.41758	AUID.15580
AUID.43911	AUID.17505
AUID.27542	AUID.12879
AUID.40666	AUID.14895
AUID.25869	AUID.12701
AUID.10688	AUID.11132
AUID.89582	AUID.86362
AUID.41571	AUID.15414
AUID.38460	AUID.14388
AUID.29882	AUID.13149
AUID.42838	AUID.16547
AUID.174454	AUID.174402
AUID.35398	AUID.13807
AUID.30900	AUID.13237
AUID.37797	AUID.10609
AUID.40899	AUID.15073
AUID.42351	AUID.16110
AUID.10257	AUID.11084
AUID.14414	AUID.11518
AUID.41757	AUID.15579
AUID.38255	AUID.10625
AUID.17708	AUID.11866
AUID.10470	AUID.18541
AUID.42546	AUID.16285
AUID.10461	AUID.18533
AUID.12228	AUID.20100
AUID.11354	AUID.19326
AUID.11590	AUID.11225
AUID.38721	AUID.14455
AUID.36574	AUID.14037
AUID.27937	AUID.12943
AUID.10952	AUID.11160
AUID.42722	AUID.10868
AUID.24930	AUID.10433
AUID.10450	AUID.11105
AUID.344	AUID.48
AUID.36803	AUID.14058
AUID.33283	AUID.13557
AUID.43528	AUID.17160
AUID.33913	AUID.13649
AUID.14911	AUID.22476
AUID.42215	AUID.15989
AUID.26222	AUID.12749
AUID.15472	AUID.11629
AUID.33857	AUID.13643
AUID.42196	AUID.15973
AUID.12533	AUID.20370
AUID.33580	AUID.13617
AUID.13828	AUID.21519
AUID.12095	AUID.19984
AUID.43243	AUID.10920
AUID.32643	AUID.10530
AUID.30496	AUID.13198
AUID.41783	AUID.15602
AUID.22665	AUID.29346
AUID.42402	AUID.16155
AUID.14389	AUID.22015
AUID.40382	AUID.14734
AUID.14989	AUID.11580
AUID.90673	AUID.86452
AUID.92535	AUID.86596
AUID.11583	AUID.19528
AUID.96915	AUID.96763
AUID.21859	AUID.12303
AUID.21401	AUID.28221
AUID.25922	AUID.12706
AUID.40573	AUID.14831
AUID.42298	AUID.16062
AUID.39218	AUID.14527
AUID.18551	AUID.25705
AUID.375	AUID.51
AUID.12276	AUID.20142
AUID.21539	AUID.12261
AUID.94384	AUID.86717
AUID.14463	AUID.22078
AUID.17017	AUID.24343
AUID.38468	AUID.14396
AUID.26878	AUID.12820
AUID.42354	AUID.16112
AUID.16222	AUID.11709
AUID.33340	AUID.10543
AUID.38517	AUID.14415
AUID.11410	AUID.10275
AUID.16477	AUID.10335
AUID.26790	AUID.12811
AUID.29195	AUID.35113
AUID.43609	AUID.17231
AUID.18590	AUID.11951
AUID.44640	AUID.18151
AUID.41588	AUID.15429
AUID.44469	AUID.11041
AUID.10786	AUID.11142
AUID.10292	AUID.11089
AUID.40222	AUID.10661
AUID.31655	AUID.10519
AUID.11363	AUID.11200
AUID.20167	AUID.12128
AUID.40497	AUID.10679
AUID.32549	AUID.10529
AUID.23177	AUID.10412
AUID.27577	AUID.10193
AUID.37612	AUID.10208
AUID.11357	AUID.11199
AUID.36163	AUID.10588
AUID.90352	AUID.86423
AUID.11318	AUID.19294
AUID.35453	AUID.13822
AUID.42579	AUID.16313
AUID.13553	AUID.21276
AUID.13299	AUID.21050
AUID.17577	AUID.10347
AUID.41904	AUID.10785
AUID.42856	AUID.10881
AUID.43891	AUID.10984
AUID.42769	AUID.16484
AUID.13640	AUID.21352
AUID.15395	AUID.22906
AUID.95147	AUID.86772
AUID.13942	AUID.11465
AUID.22823	AUID.12399
AUID.43045	AUID.16733
AUID.10908	AUID.18930
AUID.16530	AUID.11744
AUID.42022	AUID.15818
AUID.21131	AUID.12230
AUID.92416	AUID.86587
AUID.97451	AUID.96977
AUID.94295	AUID.86712
AUID.145766	AUID.145463
AUID.36499	AUID.14028
AUID.16532	AUID.23913
AUID.42734	AUID.16453
AUID.25599	AUID.12680
AUID.16009	AUID.11686
AUID.93394	AUID.86273
AUID.44516	AUID.11047
AUID.19941	AUID.26930
AUID.12043	AUID.11270
AUID.89346	AUID.87918
AUID.23617	AUID.30195
AUID.43854	AUID.17450
AUID.43223	AUID.16889
AUID.40533	AUID.14815
AUID.97	AUID.176
AUID.10913	AUID.18935
AUID.15402	AUID.22913
AUID.10422	AUID.10263
AUID.40709	AUID.14925
AUID.42687	AUID.16410
AUID.90815	AUID.86464
AUID.18882	AUID.11988
AUID.37377	AUID.14105
AUID.11108	AUID.19106
AUID.41039	AUID.15145
AUID.44174	AUID.17742
AUID.10588	AUID.10265
AUID.10596	AUID.18652
AUID.10816	AUID.18849
AUID.42781	AUID.16495
AUID.12143	AUID.20026
AUID.88519	AUID.87140
AUID.37904	AUID.14169
AUID.44857	AUID.18351
AUID.44466	AUID.17999
AUID.61621	AUID.59458
AUID.13571	AUID.10301
AUID.42828	AUID.16537
AUID.42958	AUID.10891
AUID.40716	AUID.10694
AUID.42845	AUID.16553
AUID.12488	AUID.20330
AUID.40286	AUID.14676
AUID.33122	AUID.13516
AUID.44467	AUID.18000
AUID.32260	AUID.10526
AUID.42174	AUID.15954
AUID.38123	AUID.10620
AUID.18	AUID.105
AUID.35957	AUID.13959
AUID.20718	AUID.27617
AUID.40519	AUID.14809
AUID.42273	AUID.16041
AUID.43195	AUID.10915
AUID.11878	AUID.19790
AUID.90502	AUID.86436
AUID.36322	AUID.10590
AUID.40374	AUID.10671
AUID.18432	AUID.25598
AUID.11849	AUID.19765
AUID.38165	AUID.10621
AUID.32479	AUID.13433
AUID.41611	AUID.15450
AUID.29128	AUID.10483
AUID.41908	AUID.15714
AUID.10215	AUID.13331
AUID.27678	AUID.10465
AUID.16147	AUID.11704
AUID.19345	AUID.12034
AUID.40815	AUID.15006
AUID.12813	AUID.20616
AUID.42953	AUID.16651
AUID.43662	AUID.10965
AUID.88557	AUID.87175
AUID.28603	AUID.13006
AUID.38629	AUID.10638
AUID.19346	AUID.26405
AUID.11967	AUID.11262
AUID.38329	AUID.14314
AUID.37958	AUID.14187
AUID.43394	AUID.10937
AUID.33981	AUID.10553
AUID.33363	AUID.13572
AUID.44521	AUID.18048
AUID.36076	AUID.13973
AUID.135	AUID.209
AUID.12014	AUID.11267
AUID.44624	AUID.11059
AUID.40693	AUID.10692
AUID.21730	AUID.12283
AUID.19853	AUID.12089
AUID.41979	AUID.15779
AUID.14798	AUID.11560
AUID.20812	AUID.12194
AUID.43316	AUID.16973
AUID.33112	AUID.13513
AUID.44657	AUID.11063
AUID.17811	AUID.11878
AUID.31802	AUID.13368
AUID.15699	AUID.23177
AUID.42915	AUID.16616
AUID.33795	AUID.13639
AUID.11562	AUID.19509
AUID.40439	AUID.10676
AUID.34494	AUID.13704
AUID.11305	AUID.19282
AUID.41741	AUID.15565
AUID.26227	AUID.12751
AUID.37517	AUID.14116
AUID.13992	AUID.21666
AUID.42187	AUID.15965
AUID.213	AUID.276
AUID.78	AUID.159
AUID.90800	AUID.86463
AUID.172311	AUID.172102
AUID.44060	AUID.17638
AUID.32988	AUID.13490
AUID.43522	AUID.10949
AUID.10365	AUID.11097
AUID.15120	AUID.22663
AUID.15390	AUID.11619
AUID.35721	AUID.13897
AUID.40538	AUID.14818
AUID.42553	AUID.16291
AUID.10758	AUID.18796
AUID.20597	AUID.12169
AUID.42443	AUID.16192
AUID.14003	AUID.11473
AUID.44510	AUID.18038
AUID.35517	AUID.13839
AUID.56879	AUID.56828
AUID.56823	AUID.56824
AUID.43184	AUID.10914
AUID.38152	AUID.14255
AUID.42188	AUID.15966
AUID.41318	AUID.15258
AUID.89926	AUID.88461
AUID.82486	AUID.61839
AUID.5116	AUID.5156
AUID.38426	AUID.14364
AUID.41085	AUID.15163
AUID.43860	AUID.17456
AUID.11080	AUID.19081
AUID.42692	AUID.10866
AUID.18580	AUID.10183
AUID.40950	AUID.15098
AUID.42623	AUID.16353
AUID.44400	AUID.17940
AUID.42328	AUID.16088
AUID.40749	AUID.10696
AUID.18248	AUID.11915
AUID.42293	AUID.16057
AUID.41668	AUID.15501
AUID.125166	AUID.98191
AUID.220	AUID.34
AUID.40384	AUID.14736
AUID.42526	AUID.16267
AUID.42078	AUID.15868
AUID.13761	AUID.11448
AUID.41966	AUID.15767
AUID.12681	AUID.11336
AUID.25515	AUID.12672
AUID.87070	AUID.86916
AUID.22929	AUID.12410
AUID.17441	AUID.24716
AUID.31262	AUID.10514
AUID.12841	AUID.11354
AUID.20083	AUID.27053
AUID.44570	AUID.11053
AUID.43330	AUID.10929
AUID.10823	AUID.18855
AUID.13775	AUID.21472
AUID.43172	AUID.16844
AUID.12676	AUID.20497
AUID.4498	AUID.4029
AUID.15666	AUID.23149
AUID.10451	AUID.18524
AUID.17243	AUID.24542
AUID.10535	AUID.11114
AUID.31400	AUID.37016
AUID.18993	AUID.26091
AUID.23657	AUID.30229
AUID.10854	AUID.18881
AUID.11879	AUID.19791
AUID.14542	AUID.22146
AUID.11680	AUID.11234
AUID.23685	AUID.10418
AUID.23845	AUID.12505
AUID.91340	AUID.86509
AUID.36061	AUID.13972
AUID.40839	AUID.15026
AUID.27618	AUID.10464
AUID.43144	AUID.16821
AUID.21735	AUID.12284
AUID.16146	AUID.10332
AUID.40656	AUID.14888
AUID.16866	AUID.24210
AUID.14364	AUID.11513
AUID.26111	AUID.10446
AUID.41972	AUID.10790
AUID.35999	AUID.10586
AUID.11538	AUID.11220
AUID.13832	AUID.21522
AUID.41003	AUID.15132
AUID.42757	AUID.16473
AUID.21722	AUID.28507
AUID.15403	AUID.22914
AUID.40459	AUID.14782
AUID.15820	AUID.23283
AUID.43979	AUID.10993
AUID.22024	AUID.28769
AUID.42486	AUID.10843
AUID.38704	AUID.14449
AUID.11733	AUID.10279
AUID.14474	AUID.11526
AUID.152620	AUID.144736
AUID.167102	AUID.144639
AUID.33011	AUID.13494
AUID.31745	AUID.13361
AUID.31059	AUID.13260
AUID.12415	AUID.20267
AUID.43361	AUID.17012
AUID.13873	AUID.21559
AUID.25310	AUID.12653
AUID.44448	AUID.17983
AUID.10820	AUID.11145
AUID.27348	AUID.10460
AUID.15388	AUID.22901
AUID.13277	AUID.21030
AUID.18884	AUID.25992
AUID.20925	AUID.12211
AUID.13107	AUID.11378
AUID.172216	AUID.172165
AUID.172253	AUID.172097
AUID.13759	AUID.21458
AUID.172227	AUID.172094
AUID.4543	AUID.3909
AUID.4014	AUID.3947
AUID.15646	AUID.23132
AUID.29894	AUID.10494
AUID.13312	AUID.10298
AUID.96442	AUID.96259
AUID.172291	AUID.172232
AUID.172232	AUID.172179
AUID.83735	AUID.67923
AUID.36915	AUID.10598
AUID.10195	AUID.11927
AUID.35665	AUID.13880
AUID.981	AUID.975
AUID.41712	AUID.15539
AUID.172359	AUID.172107
AUID.26235	AUID.12753
AUID.96	AUID.19
AUID.3022	AUID.2532
AUID.172274	AUID.172086
AUID.40924	AUID.15089
AUID.59237	AUID.56803
AUID.30506	AUID.13199
AUID.59246	AUID.56804
AUID.14314	AUID.11508
AUID.32704	AUID.13453
AUID.36147	AUID.13981
AUID.11994	AUID.11264
AUID.44099	AUID.17673
AUID.88434	AUID.87060
AUID.56078	AUID.55665
AUID.20539	AUID.12164
AUID.43856	AUID.17452
AUID.12696	AUID.20515
AUID.25390	AUID.12659
AUID.34317	AUID.13685
AUID.15833	AUID.11667
AUID.43128	AUID.16807
AUID.11850	AUID.19766
AUID.172210	AUID.172160
AUID.123118	AUID.101256
AUID.12914	AUID.20708
AUID.15509	AUID.23006
AUID.22546	AUID.12364
AUID.87260	AUID.86934
AUID.88433	AUID.87059
AUID.89062	AUID.87650
AUID.41948	AUID.15750
AUID.20421	AUID.27348
AUID.35716	AUID.13893
AUID.91271	AUID.86502
AUID.89875	AUID.88414
AUID.87992	AUID.86988
AUID.43647	AUID.17264
AUID.39230	AUID.10648
AUID.44245	AUID.17805
AUID.43853	AUID.10982
AUID.19134	AUID.12013
AUID.24976	AUID.10434
AUID.38038	AUID.14220
AUID.42066	AUID.15857
AUID.10910	AUID.18932
AUID.26069	AUID.12724
AUID.40821	AUID.15011
AUID.88691	AUID.87300
AUID.35750	AUID.13918
AUID.10361	AUID.18444
AUID.37056	AUID.14078
AUID.17679	AUID.24929
AUID.89427	AUID.86356
AUID.19002	AUID.26099
AUID.14740	AUID.22324
AUID.162938	AUID.144816
AUID.96808	AUID.96744
AUID.12831	AUID.20631
AUID.11348	AUID.19320
AUID.7493	AUID.5322
AUID.4460	AUID.3991
AUID.9887	AUID.9377
AUID.9102	AUID.5620
AUID.3704	AUID.2974
AUID.3492	AUID.2785
AUID.90306	AUID.86419
AUID.95304	AUID.86283
AUID.10629	AUID.18682
AUID.17432	AUID.24708
AUID.88341	AUID.87011
AUID.43411	AUID.17054
AUID.14214	AUID.11495
AUID.26781	AUID.12810
AUID.15236	AUID.11603
AUID.30285	AUID.13181
AUID.17183	AUID.11811
AUID.11831	AUID.19750
AUID.21229	AUID.12237
AUID.10625	AUID.18679
AUID.11638	AUID.19577
AUID.19481	AUID.26518
AUID.14912	AUID.11572
AUID.42194	AUID.15971
AUID.11356	AUID.19328
AUID.13096	AUID.20871
AUID.34065	AUID.13666
AUID.12436	AUID.20284
AUID.43432	AUID.17073
AUID.42339	AUID.16099
AUID.20909	AUID.12209
AUID.40613	AUID.14854
AUID.13642	AUID.21353
AUID.56410	AUID.55964
AUID.41928	AUID.15733
AUID.11582	AUID.19527
AUID.29789	AUID.35617
AUID.32567	AUID.13440
AUID.61602	AUID.59455
AUID.13013	AUID.20796
AUID.43046	AUID.16734
AUID.59178	AUID.56795
AUID.59547	AUID.59483
AUID.11438	AUID.19402
AUID.44084	AUID.17660
AUID.59220	AUID.56800
AUID.37565	AUID.14124
AUID.56341	AUID.55903
AUID.22617	AUID.10405
AUID.89682	AUID.86370
AUID.92797	AUID.86612
AUID.11998	AUID.11265
AUID.3405	AUID.2703
AUID.10512	AUID.18580
AUID.19817	AUID.26821
AUID.10492	AUID.18561
AUID.13789	AUID.21485
AUID.13615	AUID.21328
AUID.40332	AUID.14702
AUID.16486	AUID.23871
AUID.18994	AUID.26092
AUID.43861	AUID.17457
AUID.17071	AUID.24390
AUID.41832	AUID.15646
AUID.39331	AUID.14544
AUID.44698	AUID.18202
AUID.31220	AUID.13296
AUID.16790	AUID.24145
AUID.40918	AUID.15086
AUID.12737	AUID.20551
AUID.16462	AUID.23852
AUID.10536	AUID.18600
AUID.27801	AUID.12928
AUID.43555	AUID.17184
AUID.13431	AUID.21167
AUID.40840	AUID.15027
AUID.20726	AUID.12182
AUID.12963	AUID.11364
AUID.39346	AUID.14546
AUID.42564	AUID.16300
AUID.15165	AUID.22703
AUID.12335	AUID.20194
AUID.11361	AUID.19332
AUID.21292	AUID.28121
AUID.39240	AUID.14533
AUID.12163	AUID.11284
AUID.42825	AUID.16534
AUID.19065	AUID.10364
AUID.11913	AUID.19821
AUID.27875	AUID.12937
AUID.943	AUID.948
AUID.30422	AUID.13193
AUID.13275	AUID.11398
AUID.43344	AUID.16997
AUID.11114	AUID.11175
AUID.1023	AUID.1016
AUID.12505	AUID.11319
AUID.12159	AUID.20038
AUID.16767	AUID.24124
AUID.88583	AUID.87200
AUID.93480	AUID.86274
AUID.91146	AUID.86492
AUID.40408	AUID.14755
AUID.38834	AUID.14468
AUID.26960	AUID.12828
AUID.32870	AUID.13475
AUID.13259	AUID.21015
AUID.42726	AUID.16446
AUID.12102	AUID.19989
AUID.38199	AUID.14263
AUID.11567	AUID.19514
AUID.11749	AUID.19674
AUID.11803	AUID.19724
AUID.42793	AUID.16506
AUID.43224	AUID.16890
AUID.31203	AUID.13294
AUID.42117	AUID.15904
AUID.13861	AUID.21548
AUID.44541	AUID.18065
AUID.13468	AUID.21201
AUID.25713	AUID.12689
AUID.20340	AUID.12147
AUID.17399	AUID.24678
AUID.19557	AUID.12064
AUID.22751	AUID.12390
AUID.42883	AUID.10883
AUID.41918	AUID.15723
AUID.10833	AUID.18864
AUID.11098	AUID.19096
AUID.21979	AUID.12315
AUID.11298	AUID.19276
AUID.42159	AUID.15941
AUID.31858	AUID.13374
AUID.44566	AUID.18087
AUID.43099	AUID.10904
AUID.17102	AUID.11803
AUID.40419	AUID.10675
AUID.43598	AUID.17221
AUID.19604	AUID.26627
AUID.37985	AUID.14197
AUID.3679	AUID.2564
AUID.12560	AUID.20394
AUID.22150	AUID.12329
AUID.15073	AUID.11586
AUID.12486	AUID.10288
AUID.43479	AUID.17116
AUID.38385	AUID.14335
AUID.13903	AUID.21587
AUID.39901	AUID.14611
AUID.36038	AUID.13969
AUID.28897	AUID.13029
AUID.15449	AUID.11625
AUID.43120	AUID.16800
AUID.44392	AUID.17933
AUID.41990	AUID.10791
AUID.14613	AUID.11541
AUID.41115	AUID.15176
AUID.3789	AUID.3048
AUID.11640	AUID.19579
AUID.28403	AUID.12988
AUID.21821	AUID.28592
AUID.42346	AUID.16105
AUID.38927	AUID.14483
AUID.18755	AUID.25883
AUID.42820	AUID.16531
AUID.19009	AUID.12000
AUID.44520	AUID.18047
AUID.14120	AUID.11485
AUID.14560	AUID.11536
AUID.59481	AUID.59478
AUID.10912	AUID.18934
AUID.96887	AUID.96759
AUID.11759	AUID.19683
AUID.41226	AUID.15234
AUID.12510	AUID.20350
AUID.59454	AUID.56821
AUID.18433	AUID.25599
AUID.13985	AUID.21661
AUID.39785	AUID.14594
AUID.23844	AUID.10421
AUID.35210	AUID.13777
AUID.26022	AUID.12718
AUID.23957	AUID.12515
AUID.14101	AUID.11484
AUID.13304	AUID.11402
AUID.21698	AUID.12276
AUID.15811	AUID.11665
AUID.16050	AUID.11692
AUID.13372	AUID.11409
AUID.11113	AUID.19111
AUID.41685	AUID.15516
AUID.29249	AUID.13071
AUID.44829	AUID.18325
AUID.11172	AUID.10272
AUID.18212	AUID.11910
AUID.88692	AUID.87301
AUID.11320	AUID.19296
AUID.139	AUID.24
AUID.27870	AUID.10469
AUID.11898	AUID.19807
AUID.39262	AUID.10649
AUID.44226	AUID.17788
AUID.44130	AUID.17702
AUID.11623	AUID.19563
AUID.13541	AUID.21265
AUID.24409	AUID.30892
AUID.10339	AUID.18425
AUID.12483	AUID.20326
AUID.12195	AUID.20070
AUID.16571	AUID.23948
AUID.29320	AUID.13081
AUID.35594	AUID.13853
AUID.36388	AUID.10591
AUID.42063	AUID.10799
AUID.33762	AUID.13636
AUID.38559	AUID.14422
AUID.44264	AUID.17822
AUID.44379	AUID.17922
AUID.15579	AUID.11640
AUID.13833	AUID.21523
AUID.10590	AUID.18646
AUID.12561	AUID.20395
AUID.98044	AUID.97993
AUID.35531	AUID.13843
AUID.41833	AUID.15647
AUID.15032	AUID.22586
AUID.31778	AUID.13365
AUID.44786	AUID.18286
AUID.9946	AUID.9415
AUID.445	AUID.481
AUID.169547	AUID.144657
AUID.41855	AUID.10780
AUID.26667	AUID.32877
AUID.12446	AUID.20293
AUID.28168	AUID.12964
AUID.10829	AUID.18860
AUID.40737	AUID.14947
AUID.10400	AUID.18479
AUID.20117	AUID.12122
AUID.29545	AUID.13119
AUID.42167	AUID.10810
AUID.44142	AUID.17713
AUID.79600	AUID.62005
AUID.14980	AUID.22536
AUID.24726	AUID.12581
AUID.23391	AUID.12447
AUID.44607	AUID.18123
AUID.29208	AUID.10484
AUID.18481	AUID.10358
AUID.22378	AUID.10402
AUID.43246	AUID.16909
AUID.41711	AUID.15538
AUID.12340	AUID.20199
AUID.12990	AUID.20778
AUID.42057	AUID.10798
AUID.42575	AUID.10853
AUID.41550	AUID.15395
AUID.38982	AUID.14490
AUID.90324	AUID.86420
AUID.12250	AUID.20119
AUID.94316	AUID.86714
AUID.88543	AUID.87162
AUID.98110	AUID.97985
AUID.98202	AUID.97988
AUID.172769	AUID.172677
AUID.38908	AUID.14481
AUID.10538	AUID.18602
AUID.37449	AUID.14111
AUID.44482	AUID.18013
AUID.42105	AUID.15892
AUID.32209	AUID.37742
AUID.16466	AUID.23856
AUID.42407	AUID.16160
AUID.14448	AUID.22066
AUID.88975	AUID.87567
AUID.13201	AUID.11391
AUID.12546	AUID.11323
